Year,Année,ISO,Jurisdiction,Juridiction,Fire size class,"Classe de superficie à l'extinction",Area (hectares),Data Qualifier,Superficie (en hectare),Qualificatifs de données
1996,1996,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",219.100002063003,a,219.100002063003,a
1996,1996,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",799.200000289,a,799.200000289,a
1996,1996,ON,Ontario,Ontario,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",176582,a,176582,a
1996,1996,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",3624.2,a,3624.2,a
1996,1996,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",26816.3,a,26816.3,a
1996,1996,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,240961.3,a,240961.3,a
1996,1996,ON,Ontario,Ontario,Up to 0.1 ha,"Jusqu'à 0,1 ha",0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",0,a,0,a
1996,1996,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",108.7,a,108.7,a
1996,1996,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",923,a,923,a
1996,1996,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",473273,a,473273,a
1996,1996,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",4322.9,a,4322.9,a
1996,1996,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",28988,a,28988,a
1996,1996,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,183964.4,a,183964.4,a
1996,1996,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",9.59999999999998,a,9.59999999999998,a
1996,1996,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",54.48,a,54.48,a
1996,1996,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",185.72,a,185.72,a
1996,1996,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",915,a,915,a
1996,1996,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",4257.7,a,4257.7,a
1996,1996,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,7565,a,7565,a
1996,1996,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",9.08999999999996,a,9.08999999999996,a
1996,1996,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",16.37,a,16.37,a
1996,1996,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",78,a,78,a
1996,1996,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",73180.08,a,73180.08,a
1996,1996,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",583,a,583,a
1996,1996,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",7353.02,a,7353.02,a
1996,1996,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,9854.88,a,9854.88,a
1996,1996,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",1.78,a,1.78,a
1997,1997,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",82.2,a,82.2,a
1997,1997,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",310.77,a,310.77,a
1997,1997,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",574.1,a,574.1,a
1997,1997,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",1147,a,1147,a
1997,1997,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,2800,a,2800,a
1997,1997,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",9.87999999999997,a,9.87999999999997,a
1997,1997,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",88.0000000000001,a,88.0000000000001,a
1997,1997,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",396.5,a,396.5,a
1997,1997,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",609,a,609,a
1997,1997,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",779,a,779,a
1997,1997,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,1054,a,1054,a
1997,1997,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",41.3000000000003,a,41.3000000000003,a
1997,1997,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",75.1,a,75.1,a
1997,1997,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",366.4,a,366.4,a
1997,1997,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",1956.4,a,1956.4,a
1997,1997,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",8234.6,a,8234.6,a
1997,1997,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,31160.2,a,31160.2,a
1997,1997,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",6.39999999999999,a,6.39999999999999,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",65.5,a,65.5,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",134.5,a,134.5,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",45.4,a,45.4,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",18.5,a,18.5,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",14,a,14,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",24.1,a,24.1,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",107.1,a,107.1,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",399.3,a,399.3,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000.1 - 10 000 ha,1000.1 - 10 000 ha,8000,a,8000,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",0.2,a,0.2,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",53.86,a,53.86,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",163.27,a,163.27,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",182.42,a,182.42,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,100.1 - 1 000 ha,"100,1 - 1 000 ha",157.6,a,157.6,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",8.00999999999998,a,8.00999999999998,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",10.3,a,10.3,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",126.1,a,126.1,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",98825,a,98825,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",369,a,369,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",4190,a,4190,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,23010,a,23010,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",0.87,a,0.87,a
1997,1997,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",346.300003608008,a,346.300003608008,a
1997,1997,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",716.00000048,a,716.00000048,a
1997,1997,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",1080.20000076,a,1080.20000076,a
1997,1997,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",4379.8,a,4379.8,a
1997,1997,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,32097.2,a,32097.2,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,107,a,107,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",0,a,0,a
1997,1997,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",98.2000000000001,a,98.2000000000001,a
1997,1997,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",356.5,a,356.5,a
1997,1997,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",267405,a,267405,a
1997,1997,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",1173.4,a,1173.4,a
1997,1997,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",6843,a,6843,a
1997,1997,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,117194,a,117194,a
1997,1997,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",9.09999999999998,a,9.09999999999998,a
1997,1997,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",71.81,a,71.81,a
1997,1997,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",292.65,a,292.65,a
1997,1997,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",1199.24,a,1199.24,a
1997,1997,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",2303.8,a,2303.8,a
1997,1997,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",9.40999999999997,a,9.40999999999997,a
1997,1997,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",7.4,a,7.4,a
1997,1997,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",68.05,a,68.05,a
1997,1997,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",63,a,63,a
1997,1997,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",1064.3,a,1064.3,a
1997,1997,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,10265.69,a,10265.69,a
1997,1997,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",1.61,a,1.61,a
1998,1998,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",256.8,a,256.8,a
1998,1998,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",1198.53,a,1198.53,a
1998,1998,AB,Alberta,Alberta,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",315509.3,a,315509.3,a
1998,1998,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",3538.49,a,3538.49,a
1998,1998,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",21281.77,a,21281.77,a
1998,1998,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,88359.4,a,88359.4,a
1998,1998,AB,Alberta,Alberta,Over 100 000 ha,Plus de 100 000 ha,318588.1,a,318588.1,a
1998,1998,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",43.8800000000003,a,43.8800000000003,a
1998,1998,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",241.729999999999,a,241.729999999999,a
1998,1998,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",1137.8,a,1137.8,a
1998,1998,BC,British Columbia,Colombie-Britannique,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",25241,a,25241,a
1998,1998,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",3284.3,a,3284.3,a
1998,1998,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",13907.3,a,13907.3,a
1998,1998,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,32855.2,a,32855.2,a
1998,1998,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",100.013999999999,a,100.013999999999,a
1998,1998,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",81.4,a,81.4,a
1998,1998,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",630.4,a,630.4,a
1998,1998,MB,Manitoba,Manitoba,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",272604,a,272604,a
1998,1998,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",2429,a,2429,a
1998,1998,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",9119.4,a,9119.4,a
1998,1998,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,61329.7,a,61329.7,a
1998,1998,MB,Manitoba,Manitoba,Over 100 000 ha,Plus de 100 000 ha,104368,a,104368,a
1998,1998,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",10.2,a,10.2,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",45.2,a,45.2,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",87,a,87,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",129,a,129,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",136,a,136,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",15.2,a,15.2,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",21.1,a,21.1,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",99.6,a,99.6,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",11700,a,11700,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",206.3,a,206.3,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",1741,a,1741,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000.1 - 10 000 ha,1000.1 - 10 000 ha,26391,a,26391,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",2.2,a,2.2,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",55.4,a,55.4,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",169.43,a,169.43,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",164.92,a,164.92,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",6.97999999999998,a,6.97999999999998,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",54.35,a,54.35,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",409.85,a,409.85,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",845443,a,845443,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",2027,a,2027,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",15436.1,a,15436.1,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,195837,a,195837,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Over 100 000 ha,Plus de 100 000 ha,399750.7,a,399750.7,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",2.16,a,2.16,a
1998,1998,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",451.700004704012,a,451.700004704012,a
1998,1998,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",1278.500000122,a,1278.500000122,a
1998,1998,ON,Ontario,Ontario,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",43997,a,43997,a
1998,1998,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",3068,a,3068,a
1998,1998,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",20676.2,a,20676.2,a
1998,1998,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,88701,a,88701,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,77,a,77,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",0,a,0,a
1998,1998,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",82.5000000000001,a,82.5000000000001,a
1998,1998,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",284.8,a,284.8,a
1998,1998,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",238464,a,238464,a
1998,1998,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",586.3,a,586.3,a
1998,1998,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",9696.5,a,9696.5,a
1998,1998,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,67724,a,67724,a
1998,1998,QC,Quebec,Québec,Over 100 000 ha,Plus de 100 000 ha,101457,a,101457,a
1998,1998,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",11.7,a,11.7,a
1998,1998,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",199.5,a,199.5,a
1998,1998,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",827.4,a,827.4,a
1998,1998,SK,Saskatchewan,Saskatchewan,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",625272,a,625272,a
1998,1998,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",4504.2,a,4504.2,a
1998,1998,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",21399,a,21399,a
1998,1998,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,131470,a,131470,a
1998,1998,SK,Saskatchewan,Saskatchewan,Over 100 000 ha,Plus de 100 000 ha,261000,a,261000,a
1998,1998,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",24.1200000000002,a,24.1200000000002,a
1998,1998,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",28.49,a,28.49,a
1998,1998,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",58.7,a,58.7,a
1998,1998,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",274895.63,a,274895.63,a
1998,1998,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",887.93,a,887.93,a
1998,1998,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",4104.21,a,4104.21,a
1998,1998,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,63753.81,a,63753.81,a
1998,1998,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",2.63,a,2.63,a
1999,1999,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",177.77,a,177.77,a
1999,1999,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",878.7,a,878.7,a
1999,1999,AB,Alberta,Alberta,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",76152.3,a,76152.3,a
1999,1999,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",3304.79,a,3304.79,a
1999,1999,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",13605.2,a,13605.2,a
1999,1999,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,95849.09,a,95849.09,a
1999,1999,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",27.4200000000003,a,27.4200000000003,a
1999,1999,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",108.7,a,108.7,a
1999,1999,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",544.43,a,544.43,a
1999,1999,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",2364.6,a,2364.6,a
1999,1999,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",4231.9,a,4231.9,a
1999,1999,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,4266,a,4266,a
1999,1999,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",39.7800000000003,a,39.7800000000003,a
1999,1999,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",102.4,a,102.4,a
1999,1999,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",712.2,a,712.2,a
1999,1999,MB,Manitoba,Manitoba,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",47942,a,47942,a
1999,1999,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",2800,a,2800,a
1999,1999,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",14207.2,a,14207.2,a
1999,1999,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,44677.2,a,44677.2,a
1999,1999,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",12.5,a,12.5,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",84.6,a,84.6,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",296.5,a,296.5,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",367,a,367,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",671.5,a,671.5,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",33.2000000000002,a,33.2000000000002,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",20.9,a,20.9,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",95.4,a,95.4,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",23812,a,23812,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",328.9,a,328.9,a
