Year,Année,ISO,Jurisdiction,Juridiction,Fire size class,"Classe de superficie à l'extinction",Number,Data Qualifier,Nombre,Qualificatifs de données
1990,1990,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",380,a,380,a
1990,1990,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",160,a,160,a
1990,1990,AB,Alberta,Alberta,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",3,a,3,a
1990,1990,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",54,a,54,a
1990,1990,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",23,a,23,a
1990,1990,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,3,a,3,a
1990,1990,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",743,a,743,a
1990,1990,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",666,a,666,a
1990,1990,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",315,a,315,a
1990,1990,BC,British Columbia,Colombie-Britannique,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
1990,1990,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",122,a,122,a
1990,1990,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",40,a,40,a
1990,1990,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,10,a,10,a
1990,1990,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",2100,a,2100,a
1990,1990,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",182,a,182,a
1990,1990,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",134,a,134,a
1990,1990,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",60,a,60,a
1990,1990,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",16,a,16,a
1990,1990,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,5,a,5,a
1990,1990,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",165,a,165,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",77,a,77,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",46,a,46,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",2,a,2,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,1000.1 - 10 000 ha,1000.1 - 10 000 ha,2,a,2,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",250,a,250,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",31,a,31,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",22,a,22,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",2,a,2,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",11,a,11,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000.1 - 10 000 ha,1000.1 - 10 000 ha,3,a,3,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",96,a,96,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",160,a,160,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",61,a,61,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",15,a,15,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",259,a,259,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",72,a,72,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",60,a,60,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",4,a,4,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",22,a,22,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",9,a,9,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,5,a,5,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",64,a,64,a
1990,1990,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",1283,a,1283,a
1990,1990,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",210,a,210,a
1990,1990,ON,Ontario,Ontario,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",7,a,7,a
1990,1990,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",59,a,59,a
1990,1990,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",41,a,41,a
1990,1990,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,12,a,12,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",12,a,12,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",12,a,12,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",3,a,3,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
1990,1990,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",11,a,11,a
1990,1990,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",181,a,181,a
1990,1990,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",132,a,132,a
1990,1990,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
1990,1990,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",42,a,42,a
1990,1990,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",23,a,23,a
1990,1990,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,12,a,12,a
1990,1990,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",459,a,459,a
1990,1990,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",254,a,254,a
1990,1990,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",94,a,94,a
1990,1990,SK,Saskatchewan,Saskatchewan,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",7,a,7,a
1990,1990,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",51,a,51,a
1990,1990,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",21,a,21,a
1990,1990,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,18,a,18,a
1990,1990,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",452,a,452,a
1990,1990,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",34,a,34,a
1990,1990,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",24,a,24,a
1990,1990,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",6,a,6,a
1990,1990,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",12,a,12,a
1990,1990,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",12,a,12,a
1990,1990,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,5,a,5,a
1990,1990,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",61,a,61,a
1991,1991,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",273,a,273,a
1991,1991,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",149,a,149,a
1991,1991,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",44,a,44,a
1991,1991,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",12,a,12,a
1991,1991,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,1,a,1,a
1991,1991,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",465,a,465,a
1991,1991,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",378,a,378,a
1991,1991,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",274,a,274,a
1991,1991,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",80,a,80,a
1991,1991,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",28,a,28,a
1991,1991,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,5,a,5,a
1991,1991,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",1249,a,1249,a
1991,1991,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",203,a,203,a
1991,1991,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",141,a,141,a
1991,1991,MB,Manitoba,Manitoba,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",4,a,4,a
1991,1991,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",86,a,86,a
1991,1991,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",42,a,42,a
1991,1991,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,14,a,14,a
1991,1991,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",182,a,182,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",172,a,172,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",93,a,93,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",11,a,11,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",1,a,1,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,1000.1 - 10 000 ha,1000.1 - 10 000 ha,1,a,1,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",378,a,378,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",29,a,29,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",16,a,16,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",9,a,9,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",9,a,9,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000.1 - 10 000 ha,1000.1 - 10 000 ha,13,a,13,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",39,a,39,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",264,a,264,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",112,a,112,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",22,a,22,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",326,a,326,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",86,a,86,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",83,a,83,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",8,a,8,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",41,a,41,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",23,a,23,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,11,a,11,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",79,a,79,a
1991,1991,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",2113,a,2113,a
1991,1991,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",299,a,299,a
1991,1991,ON,Ontario,Ontario,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",6,a,6,a
1991,1991,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",81,a,81,a
1991,1991,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",39,a,39,a
1991,1991,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,22,a,22,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",15,a,15,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",25,a,25,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",1,a,1,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",7,a,7,a
1991,1991,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",269,a,269,a
1991,1991,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",158,a,158,a
1991,1991,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",6,a,6,a
1991,1991,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",48,a,48,a
1991,1991,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",28,a,28,a
1991,1991,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,13,a,13,a
1991,1991,QC,Quebec,Québec,Over 100 000 ha,Plus de 100 000 ha,1,a,1,a
1991,1991,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",693,a,693,a
1991,1991,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",190,a,190,a
1991,1991,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",104,a,104,a
1991,1991,SK,Saskatchewan,Saskatchewan,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",6,a,6,a
1991,1991,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",52,a,52,a
1991,1991,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",25,a,25,a
1991,1991,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,17,a,17,a
1991,1991,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",368,a,368,a
1991,1991,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",37,a,37,a
1991,1991,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",33,a,33,a
1991,1991,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",3,a,3,a
1991,1991,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",17,a,17,a
1991,1991,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",21,a,21,a
1991,1991,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,22,a,22,a
1991,1991,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",54,a,54,a
1992,1992,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",272,a,272,a
1992,1992,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",122,a,122,a
1992,1992,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",32,a,32,a
1992,1992,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",9,a,9,a
1992,1992,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",626,a,626,a
1992,1992,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",722,a,722,a
1992,1992,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",268,a,268,a
1992,1992,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",86,a,86,a
1992,1992,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",27,a,27,a
1992,1992,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,7,a,7,a
1992,1992,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",2695,a,2695,a
1992,1992,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",94,a,94,a
1992,1992,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",78,a,78,a
1992,1992,MB,Manitoba,Manitoba,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",6,a,6,a
1992,1992,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",37,a,37,a
1992,1992,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",16,a,16,a
1992,1992,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,9,a,9,a
1992,1992,MB,Manitoba,Manitoba,Over 100 000 ha,Plus de 100 000 ha,1,a,1,a
1992,1992,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",57,a,57,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",170,a,170,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",110,a,110,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",22,a,22,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,1000.1 - 10 000 ha,1000.1 - 10 000 ha,1,a,1,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",271,a,271,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",40,a,40,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",18,a,18,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",4,a,4,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",4,a,4,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",40,a,40,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",111,a,111,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",35,a,35,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",8,a,8,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",140,a,140,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",94,a,94,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",73,a,73,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",17,a,17,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",18,a,18,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,9,a,9,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",74,a,74,a
1992,1992,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",713,a,713,a
1992,1992,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",173,a,173,a
1992,1992,ON,Ontario,Ontario,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",7,a,7,a
1992,1992,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",43,a,43,a
1992,1992,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",14,a,14,a
1992,1992,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,10,a,10,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",13,a,13,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",8,a,8,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",1,a,1,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",5,a,5,a
1992,1992,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",223,a,223,a
1992,1992,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",133,a,133,a
1992,1992,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",44,a,44,a
1992,1992,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",12,a,12,a
1992,1992,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,7,a,7,a
1992,1992,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",346,a,346,a
1992,1992,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",179,a,179,a
1992,1992,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",97,a,97,a
1992,1992,SK,Saskatchewan,Saskatchewan,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",3,a,3,a
1992,1992,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",44,a,44,a
1992,1992,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",20,a,20,a
1992,1992,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,4,a,4,a
1992,1992,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",352,a,352,a
1992,1992,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",27,a,27,a
1992,1992,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",6,a,6,a
1992,1992,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",1,a,1,a
1992,1992,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",12,a,12,a
1992,1992,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",5,a,5,a
1992,1992,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,5,a,5,a
1992,1992,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",60,a,60,a
1993,1993,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",273,a,273,a
1993,1993,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",170,a,170,a
1993,1993,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",56,a,56,a
1993,1993,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",21,a,21,a
