Year,Année,ISO,Jurisdiction,Juridiction,Fire size class,"Classe de superficie à l'extinction",Number,Data Qualifier,Nombre,Qualificatifs de données
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",2,a,2,a
2005,2005,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",317,a,317,a
2005,2005,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",207,a,207,a
2005,2005,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",24,a,24,a
2005,2005,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",50,a,50,a
2005,2005,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",42,a,42,a
2005,2005,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,50,a,50,a
2005,2005,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",685,a,685,a
2005,2005,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",77,a,77,a
2005,2005,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",67,a,67,a
2005,2005,SK,Saskatchewan,Saskatchewan,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",5,a,5,a
2005,2005,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",40,a,40,a
2005,2005,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",25,a,25,a
2005,2005,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,27,a,27,a
2005,2005,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",97,a,97,a
2005,2005,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",11,a,11,a
2005,2005,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",9,a,9,a
2005,2005,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",4,a,4,a
2005,2005,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",6,a,6,a
2005,2005,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
2005,2005,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,7,a,7,a
2005,2005,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",44,a,44,a
2006,2006,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",451,a,451,a
2006,2006,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",128,a,128,a
2006,2006,AB,Alberta,Alberta,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",3,a,3,a
2006,2006,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",74,a,74,a
2006,2006,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",28,a,28,a
2006,2006,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,25,a,25,a
2006,2006,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",1398,a,1398,a
2006,2006,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",440,a,440,a
2006,2006,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",284,a,284,a
2006,2006,BC,British Columbia,Colombie-Britannique,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",4,a,4,a
2006,2006,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",128,a,128,a
2006,2006,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",65,a,65,a
2006,2006,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,21,a,21,a
2006,2006,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",1645,a,1645,a
2006,2006,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",236,a,236,a
2006,2006,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",100,a,100,a
2006,2006,MB,Manitoba,Manitoba,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",5,a,5,a
2006,2006,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",43,a,43,a
2006,2006,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",23,a,23,a
2006,2006,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,22,a,22,a
2006,2006,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",255,a,255,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",108,a,108,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",60,a,60,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",9,a,9,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",1,a,1,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",132,a,132,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",12,a,12,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",11,a,11,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",6,a,6,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",1,a,1,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000.1 - 10 000 ha,1000.1 - 10 000 ha,1,a,1,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",35,a,35,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",49,a,49,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",45,a,45,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",8,a,8,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,100.1 - 1 000 ha,"100,1 - 1 000 ha",4,a,4,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",110,a,110,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",36,a,36,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",39,a,39,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",33,a,33,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",19,a,19,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,16,a,16,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",24,a,24,a
2006,2006,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",1836,a,1836,a
2006,2006,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",257,a,257,a
2006,2006,ON,Ontario,Ontario,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
2006,2006,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",113,a,113,a
2006,2006,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",55,a,55,a
2006,2006,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,25,a,25,a
2006,2006,ON,Ontario,Ontario,Up to 0.1 ha,"Jusqu'à 0,1 ha",4,a,4,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",13,a,13,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",7,a,7,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",2,a,2,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",14,a,14,a
2006,2006,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",163,a,163,a
2006,2006,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",106,a,106,a
2006,2006,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",3,a,3,a
2006,2006,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",41,a,41,a
2006,2006,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",23,a,23,a
2006,2006,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,13,a,13,a
2006,2006,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",335,a,335,a
2006,2006,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",99,a,99,a
2006,2006,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",111,a,111,a
2006,2006,SK,Saskatchewan,Saskatchewan,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",17,a,17,a
2006,2006,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",54,a,54,a
2006,2006,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",46,a,46,a
2006,2006,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,43,a,43,a
2006,2006,SK,Saskatchewan,Saskatchewan,Over 100 000 ha,Plus de 100 000 ha,3,a,3,a
2006,2006,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",152,a,152,a
2006,2006,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",17,a,17,a
2006,2006,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",8,a,8,a
2006,2006,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",3,a,3,a
2006,2006,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",8,a,8,a
2006,2006,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",7,a,7,a
2006,2006,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,8,a,8,a
2006,2006,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",29,a,29,a
2007,2007,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",254,a,254,a
2007,2007,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",99,a,99,a
2007,2007,AB,Alberta,Alberta,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",3,a,3,a
2007,2007,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",34,a,34,a
2007,2007,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",17,a,17,a
2007,2007,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,5,a,5,a
2007,2007,AB,Alberta,Alberta,Over 100 000 ha,Plus de 100 000 ha,1,a,1,a
2007,2007,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",965,a,965,a
2007,2007,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",348,a,348,a
2007,2007,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",134,a,134,a
2007,2007,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",55,a,55,a
2007,2007,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",17,a,17,a
2007,2007,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,7,a,7,a
2007,2007,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",1080,a,1080,a
2007,2007,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",123,a,123,a
2007,2007,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",77,a,77,a
2007,2007,MB,Manitoba,Manitoba,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",9,a,9,a
2007,2007,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",31,a,31,a
2007,2007,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",18,a,18,a
2007,2007,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,14,a,14,a
2007,2007,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",111,a,111,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",114,a,114,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",60,a,60,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",5,a,5,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",1,a,1,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",138,a,138,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",7,a,7,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",8,a,8,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",5,a,5,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",3,a,3,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000.1 - 10 000 ha,1000.1 - 10 000 ha,3,a,3,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",40,a,40,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",80,a,80,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",86,a,86,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",14,a,14,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",207,a,207,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",41,a,41,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",40,a,40,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",10,a,10,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",27,a,27,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",29,a,29,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,14,a,14,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",23,a,23,a
2007,2007,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",929,a,929,a
2007,2007,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",144,a,144,a
2007,2007,ON,Ontario,Ontario,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
2007,2007,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",38,a,38,a
2007,2007,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",13,a,13,a
2007,2007,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,2,a,2,a
2007,2007,ON,Ontario,Ontario,Up to 0.1 ha,"Jusqu'à 0,1 ha",1,a,1,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",1,a,1,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",2,a,2,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",2,a,2,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",1,a,1,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",3,a,3,a
2007,2007,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",225,a,225,a
2007,2007,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",151,a,151,a
2007,2007,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",10,a,10,a
2007,2007,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",56,a,56,a
2007,2007,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",37,a,37,a
2007,2007,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,32,a,32,a
2007,2007,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",428,a,428,a
2007,2007,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",71,a,71,a
2007,2007,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",74,a,74,a
2007,2007,SK,Saskatchewan,Saskatchewan,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",4,a,4,a
2007,2007,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",27,a,27,a
2007,2007,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",10,a,10,a
2007,2007,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,19,a,19,a
2007,2007,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",169,a,169,a
2007,2007,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",27,a,27,a
2007,2007,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",20,a,20,a
2007,2007,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",1,a,1,a
2007,2007,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",17,a,17,a
2007,2007,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",16,a,16,a
2007,2007,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,6,a,6,a
2007,2007,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",24,a,24,a
2008,2008,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",354,a,354,a
2008,2008,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",149,a,149,a
2008,2008,AB,Alberta,Alberta,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",1,a,1,a
2008,2008,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",54,a,54,a
2008,2008,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",17,a,17,a
2008,2008,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,6,a,6,a
2008,2008,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",1214,a,1214,a
2008,2008,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",387,a,387,a
2008,2008,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",169,a,169,a
2008,2008,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",72,a,72,a
2008,2008,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",16,a,16,a
2008,2008,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,3,a,3,a
2008,2008,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",1411,a,1411,a
2008,2008,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",136,a,136,a
2008,2008,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",85,a,85,a
2008,2008,MB,Manitoba,Manitoba,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",3,a,3,a
2008,2008,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",41,a,41,a
2008,2008,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",15,a,15,a
2008,2008,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,18,a,18,a
2008,2008,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",100,a,100,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",50,a,50,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",22,a,22,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",2,a,2,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",94,a,94,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",19,a,19,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",16,a,16,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",3,a,3,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",35,a,35,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",52,a,52,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",53,a,53,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",9,a,9,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,1000.1 - 10 000 ha,1000.1 - 10 000 ha,1,a,1,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",131,a,131,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",33,a,33,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",53,a,53,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",4,a,4,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",72,a,72,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",33,a,33,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,23,a,23,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",22,a,22,a
2008,2008,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",296,a,296,a
2008,2008,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",35,a,35,a
2008,2008,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",8,a,8,a
2008,2008,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",3,a,3,a
2008,2008,ON,Ontario,Ontario,Up to 0.1 ha,"Jusqu'à 0,1 ha",2,a,2,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",2,a,2,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",1,a,1,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",1,a,1,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",0,a,0,a
