Year,Année,ISO,Jurisdiction,Juridiction,Month,Mois,Area (hectares),Data Qualifier,Superficie (en hectare),Qualificatifs de données
2003,2003,YT,Yukon,Yukon,May,Mai,12,a,12,a
2003,2003,YT,Yukon,Yukon,June,Juin,20286.19,a,20286.19,a
2003,2003,YT,Yukon,Yukon,July,Juillet,27772.31,a,27772.31,a
2003,2003,YT,Yukon,Yukon,August,Août,98.1,a,98.1,a
2003,2003,YT,Yukon,Yukon,September,Septembre,0.11,a,0.11,a
2004,2004,AB,Alberta,Alberta,January,Janvier,2.02,a,2.02,a
2004,2004,AB,Alberta,Alberta,October,Octobre,18.58,a,18.58,a
2004,2004,AB,Alberta,Alberta,November,Novembre,0.22,a,0.22,a
2004,2004,AB,Alberta,Alberta,December,Décembre,1.01,a,1.01,a
2004,2004,AB,Alberta,Alberta,February,Février,5.04,a,5.04,a
2004,2004,AB,Alberta,Alberta,March,Mars,76.54,a,76.54,a
2004,2004,AB,Alberta,Alberta,April,Avril,4784.93000000001,a,4784.93000000001,a
2004,2004,AB,Alberta,Alberta,May,Mai,1249.86,a,1249.86,a
2004,2004,AB,Alberta,Alberta,June,Juin,99887.55,a,99887.55,a
2004,2004,AB,Alberta,Alberta,July,Juillet,319140.170000002,a,319140.170000002,a
2004,2004,AB,Alberta,Alberta,August,Août,6837.1,a,6837.1,a
2004,2004,AB,Alberta,Alberta,September,Septembre,322.57,a,322.57,a
2004,2004,BC,British Columbia,Colombie-Britannique,October,Octobre,146.054,a,146.054,a
2004,2004,BC,British Columbia,Colombie-Britannique,November,Novembre,2.3,a,2.3,a
2004,2004,BC,British Columbia,Colombie-Britannique,December,Décembre,2,a,2,a
2004,2004,BC,British Columbia,Colombie-Britannique,February,Février,1.409,a,1.409,a
2004,2004,BC,British Columbia,Colombie-Britannique,March,Mars,139.99,a,139.99,a
2004,2004,BC,British Columbia,Colombie-Britannique,April,Avril,825.842000000001,a,825.842000000001,a
2004,2004,BC,British Columbia,Colombie-Britannique,May,Mai,112.722,a,112.722,a
2004,2004,BC,British Columbia,Colombie-Britannique,June,Juin,178229.935999999,a,178229.935999999,a
2004,2004,BC,British Columbia,Colombie-Britannique,July,Juillet,32909.4029999994,a,32909.4029999994,a
2004,2004,BC,British Columbia,Colombie-Britannique,August,Août,7625.33500000002,a,7625.33500000002,a
2004,2004,BC,British Columbia,Colombie-Britannique,September,Septembre,301.476,a,301.476,a
2004,2004,MB,Manitoba,Manitoba,Unspecified,Indéterminé,1021.5,a,1021.5,a
2004,2004,MB,Manitoba,Manitoba,April,Avril,784,a,784,a
2004,2004,MB,Manitoba,Manitoba,May,Mai,275.5,a,275.5,a
2004,2004,MB,Manitoba,Manitoba,June,Juin,22,a,22,a
2004,2004,MB,Manitoba,Manitoba,July,Juillet,25105.3,a,25105.3,a
2004,2004,MB,Manitoba,Manitoba,August,Août,312.1,a,312.1,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,0.7,a,0.7,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,0.5,a,0.5,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,April,Avril,132.3,a,132.3,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,May,Mai,233,a,233,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,June,Juin,84.5,a,84.5,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,6.3,a,6.3,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,August,Août,2.5,a,2.5,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,2,a,2,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,923.886,a,923.886,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,0,a,0,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,0,a,0,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,1198.132,a,1198.132,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,18.5,a,18.5,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,10,a,10,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,5.5,a,5.5,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,0.1,a,0.1,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,55.11,a,55.11,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,0.4,a,0.4,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,27.3,a,27.3,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,180.72,a,180.72,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,23.16,a,23.16,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,1.48,a,1.48,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,1.07,a,1.07,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,0.6,a,0.6,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,October,Octobre,6.6,a,6.6,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,November,Novembre,1,a,1,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,2.7,a,2.7,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,42926.03,a,42926.03,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,450658.64,a,450658.64,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,15478.75,a,15478.75,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,8282.31,a,8282.31,a
2004,2004,ON,Ontario,Ontario,October,Octobre,22.699999933,a,22.699999933,a
2004,2004,ON,Ontario,Ontario,April,Avril,1286.399998483,a,1286.399998483,a
2004,2004,ON,Ontario,Ontario,May,Mai,32.1,a,32.1,a
2004,2004,ON,Ontario,Ontario,June,Juin,57.300000725,a,57.300000725,a
2004,2004,ON,Ontario,Ontario,July,Juillet,93.0000001619999,a,93.0000001619999,a
2004,2004,ON,Ontario,Ontario,August,Août,131.800000267,a,131.800000267,a
2004,2004,ON,Ontario,Ontario,September,Septembre,94.299999982,a,94.299999982,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,April,avril,0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,August,août,0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,December,décembre,0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,February,février,0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,January,janvier,0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,July,julliet,0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,June,juin,1,a,1,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,March,mars,0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,May,mai,14,a,14,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,November,novembre,0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,October,octobre,0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,September,septembre,0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,indéterminée,0,a,0,a
2004,2004,QC,Quebec,Québec,October,Octobre,12.7,a,12.7,a
2004,2004,QC,Quebec,Québec,November,Novembre,0,a,0,a
2004,2004,QC,Quebec,Québec,April,Avril,35.6,a,35.6,a
2004,2004,QC,Quebec,Québec,May,Mai,72.3,a,72.3,a
2004,2004,QC,Quebec,Québec,June,Juin,492.5006,a,492.5006,a
2004,2004,QC,Quebec,Québec,July,Juillet,2308.6,a,2308.6,a
2004,2004,QC,Quebec,Québec,August,Août,116,a,116,a
2004,2004,QC,Quebec,Québec,September,Septembre,20,a,20,a
2004,2004,SK,Saskatchewan,Saskatchewan,October,Octobre,6.8,a,6.8,a
2004,2004,SK,Saskatchewan,Saskatchewan,November,Novembre,3,a,3,a
2004,2004,SK,Saskatchewan,Saskatchewan,February,Février,20.1,a,20.1,a
2004,2004,SK,Saskatchewan,Saskatchewan,March,Mars,30,a,30,a
2004,2004,SK,Saskatchewan,Saskatchewan,April,Avril,324.8,a,324.8,a
2004,2004,SK,Saskatchewan,Saskatchewan,May,Mai,315.82,a,315.82,a
2004,2004,SK,Saskatchewan,Saskatchewan,June,Juin,6550.35,a,6550.35,a
2004,2004,SK,Saskatchewan,Saskatchewan,July,Juillet,246201.01,a,246201.01,a
2004,2004,SK,Saskatchewan,Saskatchewan,August,Août,4633.68,a,4633.68,a
2004,2004,SK,Saskatchewan,Saskatchewan,September,Septembre,53.05,a,53.05,a
2004,2004,YT,Yukon,Yukon,October,Octobre,0.2,a,0.2,a
2004,2004,YT,Yukon,Yukon,May,Mai,7.98,a,7.98,a
2004,2004,YT,Yukon,Yukon,June,Juin,1485372.27,a,1485372.27,a
2004,2004,YT,Yukon,Yukon,July,Juillet,220116.27,a,220116.27,a
2004,2004,YT,Yukon,Yukon,August,Août,14129.36,a,14129.36,a
2004,2004,YT,Yukon,Yukon,September,Septembre,38.01,a,38.01,a
2005,2005,AB,Alberta,Alberta,January,Janvier,0.61,a,0.61,a
2005,2005,AB,Alberta,Alberta,October,Octobre,43.29,a,43.29,a
2005,2005,AB,Alberta,Alberta,November,Novembre,54.5,a,54.5,a
2005,2005,AB,Alberta,Alberta,December,Décembre,4.6,a,4.6,a
2005,2005,AB,Alberta,Alberta,February,Février,1.15,a,1.15,a
2005,2005,AB,Alberta,Alberta,March,Mars,8.56,a,8.56,a
2005,2005,AB,Alberta,Alberta,April,Avril,1337.83,a,1337.83,a
2005,2005,AB,Alberta,Alberta,May,Mai,11499.5900000001,a,11499.5900000001,a
2005,2005,AB,Alberta,Alberta,June,Juin,75301.8500000001,a,75301.8500000001,a
2005,2005,AB,Alberta,Alberta,July,Juillet,4080.23,a,4080.23,a
2005,2005,AB,Alberta,Alberta,August,Août,27.831,a,27.831,a
2005,2005,AB,Alberta,Alberta,September,Septembre,8.90999999999999,a,8.90999999999999,a
2005,2005,BC,British Columbia,Colombie-Britannique,January,Janvier,0.018,a,0.018,a
2005,2005,BC,British Columbia,Colombie-Britannique,October,Octobre,0.545,a,0.545,a
2005,2005,BC,British Columbia,Colombie-Britannique,November,Novembre,194.639,a,194.639,a
2005,2005,BC,British Columbia,Colombie-Britannique,February,Février,40.927,a,40.927,a
2005,2005,BC,British Columbia,Colombie-Britannique,March,Mars,314.455,a,314.455,a
2005,2005,BC,British Columbia,Colombie-Britannique,April,Avril,636.33,a,636.33,a
2005,2005,BC,British Columbia,Colombie-Britannique,May,Mai,28142.0979999998,a,28142.0979999998,a
2005,2005,BC,British Columbia,Colombie-Britannique,June,Juin,484.353000000001,a,484.353000000001,a
2005,2005,BC,British Columbia,Colombie-Britannique,July,Juillet,5765.123,a,5765.123,a
2005,2005,BC,British Columbia,Colombie-Britannique,August,Août,1028.466,a,1028.466,a
2005,2005,BC,British Columbia,Colombie-Britannique,September,Septembre,226.022,a,226.022,a
2005,2005,MB,Manitoba,Manitoba,October,Octobre,75.2,a,75.2,a
2005,2005,MB,Manitoba,Manitoba,April,Avril,3455.6,a,3455.6,a
2005,2005,MB,Manitoba,Manitoba,May,Mai,133.2,a,133.2,a
2005,2005,MB,Manitoba,Manitoba,June,Juin,3191.7,a,3191.7,a
2005,2005,MB,Manitoba,Manitoba,July,Juillet,67982.8000000001,a,67982.8000000001,a
2005,2005,MB,Manitoba,Manitoba,August,Août,452.8,a,452.8,a
2005,2005,MB,Manitoba,Manitoba,September,Septembre,0.4,a,0.4,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,0.5,a,0.5,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,0.1,a,0.1,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,April,Avril,351.7,a,351.7,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,May,Mai,38.3,a,38.3,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,June,Juin,22.8,a,22.8,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,57.2,a,57.2,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,August,Août,27,a,27,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,4.7,a,4.7,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,18061.319,a,18061.319,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,17.1,a,17.1,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,87,a,87,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,72.6,a,72.6,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,6.6,a,6.6,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,3.2,a,3.2,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,0.7,a,0.7,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,0,a,0,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,12,a,12,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,433,a,433,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,9,a,9,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,21,a,21,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,1,a,1,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,15,a,15,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,4,a,4,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,October,Octobre,0.4,a,0.4,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,2989.99,a,2989.99,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,5700.47,a,5700.47,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,209403.44,a,209403.44,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,36.81,a,36.81,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,1.51,a,1.51,a
2005,2005,ON,Ontario,Ontario,October,Octobre,12.600000059,a,12.600000059,a
2005,2005,ON,Ontario,Ontario,November,Novembre,0.300000003,a,0.300000003,a
2005,2005,ON,Ontario,Ontario,April,Avril,196.900001267,a,196.900001267,a
2005,2005,ON,Ontario,Ontario,May,Mai,1471.800001422,a,1471.800001422,a
2005,2005,ON,Ontario,Ontario,June,Juin,14070.900001161,a,14070.900001161,a
2005,2005,ON,Ontario,Ontario,July,Juillet,11030.300002029,a,11030.300002029,a
2005,2005,ON,Ontario,Ontario,August,Août,15461.149998447,a,15461.149998447,a
2005,2005,ON,Ontario,Ontario,September,Septembre,106.900000288,a,106.900000288,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,April,avril,42,a,42,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,August,août,1,a,1,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,December,décembre,1,a,1,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,February,février,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,January,janvier,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,July,julliet,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,June,juin,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,March,mars,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,May,mai,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,November,novembre,6,a,6,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,October,octobre,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,September,septembre,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,indéterminée,0,a,0,a
2005,2005,QC,Quebec,Québec,October,Octobre,0.6,a,0.6,a
2005,2005,QC,Quebec,Québec,November,Novembre,0.1,a,0.1,a
2005,2005,QC,Quebec,Québec,April,Avril,114.6,a,114.6,a
2005,2005,QC,Quebec,Québec,May,Mai,576569.6,a,576569.6,a
2005,2005,QC,Quebec,Québec,June,Juin,74758.5000000001,a,74758.5000000001,a
2005,2005,QC,Quebec,Québec,July,Juillet,146333.2,a,146333.2,a
2005,2005,QC,Quebec,Québec,August,Août,827.300000000001,a,827.300000000001,a
2005,2005,QC,Quebec,Québec,September,Septembre,1536.4,a,1536.4,a
2005,2005,SK,Saskatchewan,Saskatchewan,October,Octobre,253,a,253,a
2005,2005,SK,Saskatchewan,Saskatchewan,April,Avril,567.95,a,567.95,a
2005,2005,SK,Saskatchewan,Saskatchewan,May,Mai,3863.94,a,3863.94,a
2005,2005,SK,Saskatchewan,Saskatchewan,June,Juin,40423.64,a,40423.64,a
2005,2005,SK,Saskatchewan,Saskatchewan,July,Juillet,168589.22,a,168589.22,a
2005,2005,SK,Saskatchewan,Saskatchewan,August,Août,1139.5,a,1139.5,a
2005,2005,SK,Saskatchewan,Saskatchewan,September,Septembre,81.16,a,81.16,a
2005,2005,YT,Yukon,Yukon,April,Avril,0.2,a,0.2,a
2005,2005,YT,Yukon,Yukon,May,Mai,26.06,a,26.06,a
2005,2005,YT,Yukon,Yukon,June,Juin,176741.93,a,176741.93,a
2005,2005,YT,Yukon,Yukon,July,Juillet,10669.92,a,10669.92,a
2005,2005,YT,Yukon,Yukon,August,Août,0.22,a,0.22,a
2005,2005,YT,Yukon,Yukon,September,Septembre,0.01,a,0.01,a
2006,2006,AB,Alberta,Alberta,January,Janvier,5.23,a,5.23,a
2006,2006,AB,Alberta,Alberta,October,Octobre,173.2,a,173.2,a
2006,2006,AB,Alberta,Alberta,November,Novembre,0.34,a,0.34,a
2006,2006,AB,Alberta,Alberta,December,Décembre,1.24,a,1.24,a
2006,2006,AB,Alberta,Alberta,February,Février,34.49,a,34.49,a
2006,2006,AB,Alberta,Alberta,March,Mars,2707.45,a,2707.45,a
2006,2006,AB,Alberta,Alberta,April,Avril,3596.36000000002,a,3596.36000000002,a
2006,2006,AB,Alberta,Alberta,May,Mai,5654.74000000003,a,5654.74000000003,a
2006,2006,AB,Alberta,Alberta,June,Juin,97837.6799999994,a,97837.6799999994,a
2006,2006,AB,Alberta,Alberta,July,Juillet,22557.8199999998,a,22557.8199999998,a
2006,2006,AB,Alberta,Alberta,August,Août,3686.32,a,3686.32,a
2006,2006,AB,Alberta,Alberta,September,Septembre,56.9599999999999,a,56.9599999999999,a
2006,2006,BC,British Columbia,Colombie-Britannique,January,Janvier,67.2,a,67.2,a
2006,2006,BC,British Columbia,Colombie-Britannique,October,Octobre,269.503,a,269.503,a
2006,2006,BC,British Columbia,Colombie-Britannique,November,Novembre,0.109,a,0.109,a
2006,2006,BC,British Columbia,Colombie-Britannique,February,Février,6.019,a,6.019,a
2006,2006,BC,British Columbia,Colombie-Britannique,March,Mars,8.309,a,8.309,a
2006,2006,BC,British Columbia,Colombie-Britannique,April,Avril,1907.736,a,1907.736,a
2006,2006,BC,British Columbia,Colombie-Britannique,May,Mai,3723.412,a,3723.412,a
2006,2006,BC,British Columbia,Colombie-Britannique,June,Juin,37094.9409999998,a,37094.9409999998,a
2006,2006,BC,British Columbia,Colombie-Britannique,July,Juillet,84075.9940000031,a,84075.9940000031,a
2006,2006,BC,British Columbia,Colombie-Britannique,August,Août,2358.093,a,2358.093,a
2006,2006,BC,British Columbia,Colombie-Britannique,September,Septembre,9913.13600000001,a,9913.13600000001,a
2006,2006,MB,Manitoba,Manitoba,October,Octobre,130,a,130,a
2006,2006,MB,Manitoba,Manitoba,November,Novembre,2690,a,2690,a
2006,2006,MB,Manitoba,Manitoba,April,Avril,1839.4,a,1839.4,a
2006,2006,MB,Manitoba,Manitoba,May,Mai,316.6,a,316.6,a
2006,2006,MB,Manitoba,Manitoba,June,Juin,149288.9,a,149288.9,a
2006,2006,MB,Manitoba,Manitoba,July,Juillet,2078.19999999999,a,2078.19999999999,a
2006,2006,MB,Manitoba,Manitoba,August,Août,11058.3,a,11058.3,a
2006,2006,MB,Manitoba,Manitoba,September,Septembre,149,a,149,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,0.5,a,0.5,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,March,Mars,38.3,a,38.3,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,April,Avril,362.4,a,362.4,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,May,Mai,201.4,a,201.4,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,June,Juin,8.3,a,8.3,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,9.79999999999999,a,9.79999999999999,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,August,Août,2.9,a,2.9,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,1,a,1,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,3308.768,a,3308.768,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,28.2,a,28.2,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,89.2,a,89.2,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,34.4,a,34.4,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,3.7,a,3.7,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,0.2,a,0.2,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,1.1,a,1.1,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,January,Janvier,0.01,a,0.01,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,1562,a,1562,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,414,a,414,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,66,a,66,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,4,a,4,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,0,a,0,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,October,Octobre,0.1,a,0.1,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,0.01,a,0.01,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,4709.6,a,4709.6,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,47652.79,a,47652.79,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,8913.53,a,8913.53,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,121,a,121,a
2006,2006,ON,Ontario,Ontario,Unspecified,Indéterminé,0.100000001,a,0.100000001,a
2006,2006,ON,Ontario,Ontario,January,Janvier,0.300000012,a,0.300000012,a
2006,2006,ON,Ontario,Ontario,October,Octobre,8.100000071,a,8.100000071,a
2006,2006,ON,Ontario,Ontario,November,Novembre,3.699999988,a,3.699999988,a
2006,2006,ON,Ontario,Ontario,March,Mars,100.300000004,a,100.300000004,a
2006,2006,ON,Ontario,Ontario,April,Avril,170.399998591,a,170.399998591,a
2006,2006,ON,Ontario,Ontario,May,Mai,551.800000064,a,551.800000064,a
2006,2006,ON,Ontario,Ontario,June,Juin,11462.200000356,a,11462.200000356,a
2006,2006,ON,Ontario,Ontario,July,Juillet,20588.700000891,a,20588.700000891,a
2006,2006,ON,Ontario,Ontario,August,Août,55999.500000537,a,55999.500000537,a
2006,2006,ON,Ontario,Ontario,September,Septembre,61103.200004897,a,61103.200004897,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,April,avril,8,a,8,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,August,août,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,December,décembre,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,February,février,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,January,janvier,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,July,julliet,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,June,juin,4,a,4,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,March,mars,3,a,3,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,May,mai,34,a,34,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,November,novembre,2,a,2,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,October,octobre,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,September,septembre,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,indéterminée,0,a,0,a
2006,2006,QC,Quebec,Québec,October,Octobre,34.4,a,34.4,a
2006,2006,QC,Quebec,Québec,November,Novembre,0,a,0,a
2006,2006,QC,Quebec,Québec,March,Mars,0.1,a,0.1,a
2006,2006,QC,Quebec,Québec,April,Avril,64.7,a,64.7,a
2006,2006,QC,Quebec,Québec,May,Mai,24971.5,a,24971.5,a
2006,2006,QC,Quebec,Québec,June,Juin,102037.1,a,102037.1,a
2006,2006,QC,Quebec,Québec,July,Juillet,9226,a,9226,a
2006,2006,QC,Quebec,Québec,August,Août,6.7,a,6.7,a
2006,2006,QC,Quebec,Québec,September,Septembre,12.1,a,12.1,a
2006,2006,SK,Saskatchewan,Saskatchewan,January,Janvier,11974.04,a,11974.04,a
2006,2006,SK,Saskatchewan,Saskatchewan,October,Octobre,4.2,a,4.2,a
2006,2006,SK,Saskatchewan,Saskatchewan,November,Novembre,37.61,a,37.61,a
2006,2006,SK,Saskatchewan,Saskatchewan,December,Décembre,5.57,a,5.57,a
2006,2006,SK,Saskatchewan,Saskatchewan,February,Février,57922.37,a,57922.37,a
2006,2006,SK,Saskatchewan,Saskatchewan,March,Mars,273638.2,a,273638.2,a
2006,2006,SK,Saskatchewan,Saskatchewan,April,Avril,88640.12,a,88640.12,a
2006,2006,SK,Saskatchewan,Saskatchewan,May,Mai,1725.84,a,1725.84,a
2006,2006,SK,Saskatchewan,Saskatchewan,June,Juin,405620.73,a,405620.73,a
2006,2006,SK,Saskatchewan,Saskatchewan,July,Juillet,36154.12,a,36154.12,a
2006,2006,SK,Saskatchewan,Saskatchewan,August,Août,320229.84,a,320229.84,a
2006,2006,SK,Saskatchewan,Saskatchewan,September,Septembre,12481.92,a,12481.92,a
