Year,Année,ISO,Jurisdiction,Juridiction,Month,Mois,Area (hectares),Data Qualifier,Superficie (en hectare),Qualificatifs de données
1996,1996,MB,Manitoba,Manitoba,July,Juillet,51528.0999999999,a,51528.0999999999,a
1996,1996,MB,Manitoba,Manitoba,August,Août,16851.3,a,16851.3,a
1996,1996,MB,Manitoba,Manitoba,September,Septembre,13811.2,a,13811.2,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,9.3,a,9.3,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,1,a,1,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,March,Mars,1,a,1,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,April,Avril,143.6,a,143.6,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,May,Mai,89.9,a,89.9,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,June,Juin,1518.9,a,1518.9,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,3.7,a,3.7,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,August,Août,199.4,a,199.4,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,50,a,50,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,0.2,a,0.2,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,15,a,15,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,44.6,a,44.6,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,6341.6,a,6341.6,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,43.1,a,43.1,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,74822.7,a,74822.7,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,43.2,a,43.2,a
1996,1996,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,0.56,a,0.56,a
1996,1996,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,324.44,a,324.44,a
1996,1996,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,154.52,a,154.52,a
1996,1996,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,95.1,a,95.1,a
1996,1996,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,59.85,a,59.85,a
1996,1996,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,0.37,a,0.37,a
1996,1996,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,3.34,a,3.34,a
1996,1996,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,1.04,a,1.04,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,April,Avril,1.5,a,1.5,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,2014.01,a,2014.01,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,281701.6,a,281701.6,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,86436.9,a,86436.9,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,1390.71,a,1390.71,a
1996,1996,ON,Ontario,Ontario,Unspecified,Indéterminé,0.300000012,a,0.300000012,a
1996,1996,ON,Ontario,Ontario,October,Octobre,190.10000001,a,190.10000001,a
1996,1996,ON,Ontario,Ontario,March,Mars,5.900000005,a,5.900000005,a
1996,1996,ON,Ontario,Ontario,April,Avril,29.299999917,a,29.299999917,a
1996,1996,ON,Ontario,Ontario,May,Mai,1038.200000564,a,1038.200000564,a
1996,1996,ON,Ontario,Ontario,June,Juin,424614.000000775,a,424614.000000775,a
1996,1996,ON,Ontario,Ontario,July,Juillet,20414.300000684,a,20414.300000684,a
1996,1996,ON,Ontario,Ontario,August,Août,2595.600000235,a,2595.600000235,a
1996,1996,ON,Ontario,Ontario,September,Septembre,114.40000015,a,114.40000015,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,April,avril,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,August,août,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,December,décembre,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,February,février,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,January,janvier,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,July,julliet,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,June,juin,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,March,mars,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,May,mai,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,November,novembre,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,October,octobre,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,September,septembre,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,indéterminée,0,a,0,a
1996,1996,QC,Quebec,Québec,October,Octobre,5.8,a,5.8,a
1996,1996,QC,Quebec,Québec,November,Novembre,0.4,a,0.4,a
1996,1996,QC,Quebec,Québec,April,Avril,3.6,a,3.6,a
1996,1996,QC,Quebec,Québec,May,Mai,384.8,a,384.8,a
1996,1996,QC,Quebec,Québec,June,Juin,438669.099999999,a,438669.099999999,a
1996,1996,QC,Quebec,Québec,July,Juillet,192047.3,a,192047.3,a
1996,1996,QC,Quebec,Québec,August,Août,60464.2,a,60464.2,a
1996,1996,QC,Quebec,Québec,September,Septembre,14.4,a,14.4,a
1996,1996,SK,Saskatchewan,Saskatchewan,January,Janvier,0.1,a,0.1,a
1996,1996,SK,Saskatchewan,Saskatchewan,October,Octobre,0.53,a,0.53,a
1996,1996,SK,Saskatchewan,Saskatchewan,February,Février,0.01,a,0.01,a
1996,1996,SK,Saskatchewan,Saskatchewan,April,Avril,9.47,a,9.47,a
1996,1996,SK,Saskatchewan,Saskatchewan,May,Mai,526.02,a,526.02,a
1996,1996,SK,Saskatchewan,Saskatchewan,June,Juin,5253.45000000001,a,5253.45000000001,a
1996,1996,SK,Saskatchewan,Saskatchewan,July,Juillet,6884.13000000002,a,6884.13000000002,a
1996,1996,SK,Saskatchewan,Saskatchewan,August,Août,312.26,a,312.26,a
1996,1996,SK,Saskatchewan,Saskatchewan,September,Septembre,1.02,a,1.02,a
1996,1996,YT,Yukon,Yukon,March,Mars,0.02,a,0.02,a
1996,1996,YT,Yukon,Yukon,April,Avril,0.03,a,0.03,a
1996,1996,YT,Yukon,Yukon,May,Mai,8.13,a,8.13,a
1996,1996,YT,Yukon,Yukon,June,Juin,64997.87,a,64997.87,a
1996,1996,YT,Yukon,Yukon,July,Juillet,25360.91,a,25360.91,a
1996,1996,YT,Yukon,Yukon,August,Août,699.77,a,699.77,a
1996,1996,YT,Yukon,Yukon,September,Septembre,0.4,a,0.4,a
1997,1997,AB,Alberta,Alberta,January,Janvier,0.01,a,0.01,a
1997,1997,AB,Alberta,Alberta,October,Octobre,0.31,a,0.31,a
1997,1997,AB,Alberta,Alberta,November,Novembre,0.1,a,0.1,a
1997,1997,AB,Alberta,Alberta,December,Décembre,3896.84,a,3896.84,a
1997,1997,AB,Alberta,Alberta,March,Mars,24.7,a,24.7,a
1997,1997,AB,Alberta,Alberta,April,Avril,117.18,a,117.18,a
1997,1997,AB,Alberta,Alberta,May,Mai,356.11,a,356.11,a
1997,1997,AB,Alberta,Alberta,June,Juin,62.9,a,62.9,a
1997,1997,AB,Alberta,Alberta,July,Juillet,398.549999999999,a,398.549999999999,a
1997,1997,AB,Alberta,Alberta,August,Août,60.12,a,60.12,a
1997,1997,AB,Alberta,Alberta,September,Septembre,7.13,a,7.13,a
1997,1997,BC,British Columbia,Colombie-Britannique,October,Octobre,2.1,a,2.1,a
1997,1997,BC,British Columbia,Colombie-Britannique,November,Novembre,2.1,a,2.1,a
1997,1997,BC,British Columbia,Colombie-Britannique,December,Décembre,90.1,a,90.1,a
1997,1997,BC,British Columbia,Colombie-Britannique,February,Février,0.3,a,0.3,a
1997,1997,BC,British Columbia,Colombie-Britannique,March,Mars,3.5,a,3.5,a
1997,1997,BC,British Columbia,Colombie-Britannique,April,Avril,129.8,a,129.8,a
1997,1997,BC,British Columbia,Colombie-Britannique,May,Mai,500.8,a,500.8,a
1997,1997,BC,British Columbia,Colombie-Britannique,June,Juin,449.100000000001,a,449.100000000001,a
1997,1997,BC,British Columbia,Colombie-Britannique,July,Juillet,1144.6,a,1144.6,a
1997,1997,BC,British Columbia,Colombie-Britannique,August,Août,340,a,340,a
1997,1997,BC,British Columbia,Colombie-Britannique,September,Septembre,305.400000000001,a,305.400000000001,a
1997,1997,MB,Manitoba,Manitoba,Unspecified,Indéterminé,0.2,a,0.2,a
1997,1997,MB,Manitoba,Manitoba,October,Octobre,3,a,3,a
1997,1997,MB,Manitoba,Manitoba,April,Avril,100.7,a,100.7,a
1997,1997,MB,Manitoba,Manitoba,May,Mai,943.200000000001,a,943.200000000001,a
1997,1997,MB,Manitoba,Manitoba,June,Juin,7365.40000000001,a,7365.40000000001,a
1997,1997,MB,Manitoba,Manitoba,July,Juillet,18738.2,a,18738.2,a
1997,1997,MB,Manitoba,Manitoba,August,Août,14637.8,a,14637.8,a
1997,1997,MB,Manitoba,Manitoba,September,Septembre,10.6,a,10.6,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,32.7,a,32.7,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,0.2,a,0.2,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,April,Avril,71.1,a,71.1,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,May,Mai,69.5,a,69.5,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,June,Juin,34.5,a,34.5,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,38.1,a,38.1,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,August,Août,14.9,a,14.9,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,2.9,a,2.9,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,61.4,a,61.4,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,8189.5,a,8189.5,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,30.3,a,30.3,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,263.1,a,263.1,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,0.4,a,0.4,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,42.91,a,42.91,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,1.5,a,1.5,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,56.18,a,56.18,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,336.96,a,336.96,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,10.14,a,10.14,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,100.11,a,100.11,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,15.39,a,15.39,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,1.97,a,1.97,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,0.01,a,0.01,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,5539.24,a,5539.24,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,120774.08,a,120774.08,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,204.84,a,204.84,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,13.1,a,13.1,a
1997,1997,ON,Ontario,Ontario,Unspecified,Indéterminé,0.200000002,a,0.200000002,a
1997,1997,ON,Ontario,Ontario,October,Octobre,29.000000116,a,29.000000116,a
1997,1997,ON,Ontario,Ontario,November,Novembre,0.100000001,a,0.100000001,a
1997,1997,ON,Ontario,Ontario,April,Avril,239.400000257,a,239.400000257,a
1997,1997,ON,Ontario,Ontario,May,Mai,5004.800000256,a,5004.800000256,a
1997,1997,ON,Ontario,Ontario,June,Juin,20649.2000014,a,20649.2000014,a
1997,1997,ON,Ontario,Ontario,July,Juillet,12246.900001512,a,12246.900001512,a
1997,1997,ON,Ontario,Ontario,August,Août,413.700001116001,a,413.700001116001,a
1997,1997,ON,Ontario,Ontario,September,Septembre,36.200000188,a,36.200000188,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,April,avril,1,a,1,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,August,août,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,December,décembre,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,February,février,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,January,janvier,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,July,julliet,4,a,4,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,June,juin,36,a,36,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,March,mars,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,May,mai,66,a,66,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,November,novembre,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,October,octobre,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,September,septembre,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,indéterminée,0,a,0,a
1997,1997,QC,Quebec,Québec,October,Octobre,73.5,a,73.5,a
1997,1997,QC,Quebec,Québec,November,Novembre,0,a,0,a
1997,1997,QC,Quebec,Québec,April,Avril,27.3,a,27.3,a
1997,1997,QC,Quebec,Québec,May,Mai,37.8,a,37.8,a
1997,1997,QC,Quebec,Québec,June,Juin,385457.4,a,385457.4,a
1997,1997,QC,Quebec,Québec,July,Juillet,7419.2,a,7419.2,a
1997,1997,QC,Quebec,Québec,August,Août,63.7,a,63.7,a
1997,1997,QC,Quebec,Québec,September,Septembre,0.3,a,0.3,a
1997,1997,SK,Saskatchewan,Saskatchewan,October,Octobre,0.14,a,0.14,a
1997,1997,SK,Saskatchewan,Saskatchewan,April,Avril,70.45,a,70.45,a
1997,1997,SK,Saskatchewan,Saskatchewan,May,Mai,1345.17,a,1345.17,a
1997,1997,SK,Saskatchewan,Saskatchewan,June,Juin,569.45,a,569.45,a
1997,1997,SK,Saskatchewan,Saskatchewan,July,Juillet,1197.25,a,1197.25,a
1997,1997,SK,Saskatchewan,Saskatchewan,August,Août,685.64,a,685.64,a
1997,1997,SK,Saskatchewan,Saskatchewan,September,Septembre,8.81,a,8.81,a
1997,1997,YT,Yukon,Yukon,October,Octobre,1.01,a,1.01,a
1997,1997,YT,Yukon,Yukon,May,Mai,81.3500000000001,a,81.3500000000001,a
1997,1997,YT,Yukon,Yukon,June,Juin,12.49,a,12.49,a
1997,1997,YT,Yukon,Yukon,July,Juillet,11368.74,a,11368.74,a
1997,1997,YT,Yukon,Yukon,August,Août,2.05,a,2.05,a
1997,1997,YT,Yukon,Yukon,September,Septembre,4.41,a,4.41,a
1998,1998,AB,Alberta,Alberta,October,Octobre,311.05,a,311.05,a
1998,1998,AB,Alberta,Alberta,November,Novembre,0.94,a,0.94,a
1998,1998,AB,Alberta,Alberta,December,Décembre,1.03,a,1.03,a
1998,1998,AB,Alberta,Alberta,March,Mars,0.5,a,0.5,a
1998,1998,AB,Alberta,Alberta,April,Avril,1362.21,a,1362.21,a
1998,1998,AB,Alberta,Alberta,May,Mai,349906.179999999,a,349906.179999999,a
1998,1998,AB,Alberta,Alberta,June,Juin,37769.8499999998,a,37769.8499999998,a
1998,1998,AB,Alberta,Alberta,July,Juillet,9663.91,a,9663.91,a
1998,1998,AB,Alberta,Alberta,August,Août,349696.869999998,a,349696.869999998,a
1998,1998,AB,Alberta,Alberta,September,Septembre,63.73,a,63.73,a
1998,1998,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminé,6.63,a,6.63,a
1998,1998,BC,British Columbia,Colombie-Britannique,January,Janvier,4.1,a,4.1,a
1998,1998,BC,British Columbia,Colombie-Britannique,October,Octobre,401.1,a,401.1,a
1998,1998,BC,British Columbia,Colombie-Britannique,November,Novembre,8.2,a,8.2,a
1998,1998,BC,British Columbia,Colombie-Britannique,February,Février,0,a,0,a
1998,1998,BC,British Columbia,Colombie-Britannique,March,Mars,111.201,a,111.201,a
1998,1998,BC,British Columbia,Colombie-Britannique,April,Avril,1168.028,a,1168.028,a
1998,1998,BC,British Columbia,Colombie-Britannique,May,Mai,1402.739,a,1402.739,a
1998,1998,BC,British Columbia,Colombie-Britannique,June,Juin,654.708000000001,a,654.708000000001,a
1998,1998,BC,British Columbia,Colombie-Britannique,July,Juillet,47502.5179999995,a,47502.5179999995,a
1998,1998,BC,British Columbia,Colombie-Britannique,August,Août,22734.168,a,22734.168,a
1998,1998,BC,British Columbia,Colombie-Britannique,September,Septembre,2773.95199999998,a,2773.95199999998,a
1998,1998,MB,Manitoba,Manitoba,Unspecified,Indéterminé,116854.9,a,116854.9,a
1998,1998,MB,Manitoba,Manitoba,October,Octobre,0.1,a,0.1,a
1998,1998,MB,Manitoba,Manitoba,November,Novembre,3.2,a,3.2,a
1998,1998,MB,Manitoba,Manitoba,April,Avril,4262.3,a,4262.3,a
1998,1998,MB,Manitoba,Manitoba,May,Mai,245.8,a,245.8,a
1998,1998,MB,Manitoba,Manitoba,June,Juin,174508.6,a,174508.6,a
1998,1998,MB,Manitoba,Manitoba,July,Juillet,111672.7,a,111672.7,a
1998,1998,MB,Manitoba,Manitoba,August,Août,42853.2,a,42853.2,a
1998,1998,MB,Manitoba,Manitoba,September,Septembre,171.3,a,171.3,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,0.5,a,0.5,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,0.1,a,0.1,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,April,Avril,209.4,a,209.4,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,May,Mai,163.7,a,163.7,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,June,Juin,3.3,a,3.3,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,15.7,a,15.7,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,August,Août,19,a,19,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,0.7,a,0.7,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,0,a,0,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,0,a,0,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,918.2,a,918.2,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,33105.4,a,33105.4,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,6117.2,a,6117.2,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,20.4,a,20.4,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,35.88,a,35.88,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,21.88,a,21.88,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,155.04,a,155.04,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,108.49,a,108.49,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,23.45,a,23.45,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,11.5,a,11.5,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,40.23,a,40.23,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,0.26,a,0.26,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,14035.62,a,14035.62,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,306511.26,a,306511.26,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,1077845.83,a,1077845.83,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,August,Août,60566.6,a,60566.6,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,0.85,a,0.85,a
1998,1998,ON,Ontario,Ontario,October,Octobre,108.900000083,a,108.900000083,a
1998,1998,ON,Ontario,Ontario,November,Novembre,14.800000055,a,14.800000055,a
1998,1998,ON,Ontario,Ontario,December,Décembre,0.200000002,a,0.200000002,a
1998,1998,ON,Ontario,Ontario,March,Mars,730.500000014,a,730.500000014,a
1998,1998,ON,Ontario,Ontario,April,Avril,27659.700000397,a,27659.700000397,a
1998,1998,ON,Ontario,Ontario,May,Mai,24542.400001105,a,24542.400001105,a
1998,1998,ON,Ontario,Ontario,June,Juin,34159.000000638,a,34159.000000638,a
1998,1998,ON,Ontario,Ontario,July,Juillet,69189.700001262,a,69189.700001262,a
1998,1998,ON,Ontario,Ontario,August,Août,1678.200001012,a,1678.200001012,a
1998,1998,ON,Ontario,Ontario,September,Septembre,89.0000002579999,a,89.0000002579999,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,April,avril,8,a,8,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,August,août,2,a,2,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,December,décembre,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,February,février,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,January,janvier,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,July,julliet,1,a,1,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,June,juin,7,a,7,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,March,mars,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,May,mai,57,a,57,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,November,novembre,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,October,octobre,1,a,1,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,September,septembre,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,indéterminée,1,a,1,a
1998,1998,QC,Quebec,Québec,October,Octobre,150.4,a,150.4,a
1998,1998,QC,Quebec,Québec,November,Novembre,1.4,a,1.4,a
1998,1998,QC,Quebec,Québec,April,Avril,137.6,a,137.6,a
1998,1998,QC,Quebec,Québec,May,Mai,27626.7,a,27626.7,a
1998,1998,QC,Quebec,Québec,June,Juin,277909.2,a,277909.2,a
1998,1998,QC,Quebec,Québec,July,Juillet,112254.5,a,112254.5,a
1998,1998,QC,Quebec,Québec,August,Août,217.9,a,217.9,a
1998,1998,QC,Quebec,Québec,September,Septembre,9.1,a,9.1,a
1998,1998,SK,Saskatchewan,Saskatchewan,October,Octobre,24.61,a,24.61,a
1998,1998,SK,Saskatchewan,Saskatchewan,December,Décembre,0.5,a,0.5,a
1998,1998,SK,Saskatchewan,Saskatchewan,April,Avril,5319.95000000001,a,5319.95000000001,a
1998,1998,SK,Saskatchewan,Saskatchewan,May,Mai,207488.9,a,207488.9,a
1998,1998,SK,Saskatchewan,Saskatchewan,June,Juin,169808.05,a,169808.05,a
1998,1998,SK,Saskatchewan,Saskatchewan,July,Juillet,203641.59,a,203641.59,a
1998,1998,SK,Saskatchewan,Saskatchewan,August,Août,458015.75,a,458015.75,a
1998,1998,SK,Saskatchewan,Saskatchewan,September,Septembre,396.87,a,396.87,a
1998,1998,YT,Yukon,Yukon,Unspecified,Indéterminé,59,a,59,a
1998,1998,YT,Yukon,Yukon,April,Avril,5.51,a,5.51,a
1998,1998,YT,Yukon,Yukon,May,Mai,66482.63,a,66482.63,a
1998,1998,YT,Yukon,Yukon,June,Juin,2415.53,a,2415.53,a
1998,1998,YT,Yukon,Yukon,July,Juillet,261645.68,a,261645.68,a
1998,1998,YT,Yukon,Yukon,August,Août,13122.52,a,13122.52,a
1998,1998,YT,Yukon,Yukon,September,Septembre,0.53,a,0.53,a
1999,1999,AB,Alberta,Alberta,January,Janvier,17.72,a,17.72,a
1999,1999,AB,Alberta,Alberta,October,Octobre,517.04,a,517.04,a
1999,1999,AB,Alberta,Alberta,November,Novembre,505.63,a,505.63,a
1999,1999,AB,Alberta,Alberta,December,Décembre,195.8,a,195.8,a
1999,1999,AB,Alberta,Alberta,March,Mars,3.91,a,3.91,a
1999,1999,AB,Alberta,Alberta,April,Avril,1286.71,a,1286.71,a
1999,1999,AB,Alberta,Alberta,May,Mai,38010.36,a,38010.36,a
1999,1999,AB,Alberta,Alberta,June,Juin,93022.6599999999,a,93022.6599999999,a
1999,1999,AB,Alberta,Alberta,July,Juillet,52576.99,a,52576.99,a
1999,1999,AB,Alberta,Alberta,August,Août,1708.2,a,1708.2,a
1999,1999,AB,Alberta,Alberta,September,Septembre,2150.25,a,2150.25,a
1999,1999,BC,British Columbia,Colombie-Britannique,October,Octobre,1018.869,a,1018.869,a
1999,1999,BC,British Columbia,Colombie-Britannique,November,Novembre,4.6,a,4.6,a
1999,1999,BC,British Columbia,Colombie-Britannique,December,Décembre,79.01,a,79.01,a
1999,1999,BC,British Columbia,Colombie-Britannique,February,Février,4,a,4,a
1999,1999,BC,British Columbia,Colombie-Britannique,March,Mars,91.509,a,91.509,a
1999,1999,BC,British Columbia,Colombie-Britannique,April,Avril,1152.723,a,1152.723,a
1999,1999,BC,British Columbia,Colombie-Britannique,May,Mai,236.063,a,236.063,a
1999,1999,BC,British Columbia,Colombie-Britannique,June,Juin,1604.554,a,1604.554,a
1999,1999,BC,British Columbia,Colombie-Britannique,July,Juillet,2644.284,a,2644.284,a
1999,1999,BC,British Columbia,Colombie-Britannique,August,Août,3853.27999999999,a,3853.27999999999,a
1999,1999,BC,British Columbia,Colombie-Britannique,September,Septembre,866.518000000001,a,866.518000000001,a
1999,1999,MB,Manitoba,Manitoba,January,Janvier,0.4,a,0.4,a
1999,1999,MB,Manitoba,Manitoba,October,Octobre,1.7,a,1.7,a
1999,1999,MB,Manitoba,Manitoba,April,Avril,18201.7,a,18201.7,a
1999,1999,MB,Manitoba,Manitoba,May,Mai,34930.6,a,34930.6,a
1999,1999,MB,Manitoba,Manitoba,June,Juin,24762.9,a,24762.9,a
1999,1999,MB,Manitoba,Manitoba,July,Juillet,7269.60000000001,a,7269.60000000001,a
1999,1999,MB,Manitoba,Manitoba,August,Août,25227.8,a,25227.8,a
1999,1999,MB,Manitoba,Manitoba,September,Septembre,58.8,a,58.8,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,0.8,a,0.8,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,2.5,a,2.5,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,December,Décembre,4,a,4,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,April,Avril,76.7,a,76.7,a
