AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders
145,FALSE,CAL FIRE Fresno-Kings Unit,,2016,TRUE,Fresno,10,,,,2016-07-07T19:00:00Z,,FALSE,TRUE,,,,36.14161,-120.62048,FALSE,Frame Fire,100,,TRUE,2016-07-04T17:15:00Z,Finalized,,,,,
140,FALSE,CAL FIRE Santa Clara Unit,,2016,TRUE,Stanislaus,50,,,,2016-08-04T20:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Maze Fire,100,,TRUE,2016-08-04T15:45:00Z,Finalized,,,,,
139,FALSE,CAL FIRE Riverside County Fire,,2016,TRUE,Riverside,33,,,,2016-06-07T18:15:00Z,,FALSE,TRUE,,,1,33.476894,-117.140883,TRUE,Temecula Fire,100,,TRUE,2016-06-04T11:40:00Z,Finalized,,,,,
138,FALSE,Kern County Fire,,2016,TRUE,Kern,15,,,,2016-07-16T07:40:00Z,,FALSE,TRUE,,,,35.60748,-118.94811,FALSE,Famoso Fire,100,,TRUE,2016-07-15T23:55:00Z,Finalized,,,,,
132,FALSE,CAL FIRE Fresno-Kings Unit,,2016,TRUE,Fresno,10,,,,2016-05-17T19:10:00Z,,FALSE,TRUE,,,,36.78769,-119.38248,FALSE,Avocado Fire,100,,TRUE,2016-05-15T16:38:00Z,Finalized,,,,,
130,FALSE,CAL FIRE Butte Unit,,2016,TRUE,Butte,4,,,,2016-09-23T10:30:00Z,,FALSE,TRUE,,,,39.4403,-121.42647,FALSE,Bangor Fire,100,,TRUE,2016-09-22T11:45:00Z,Finalized,,,,,
123,FALSE,CAL FIRE Fresno County Fire,,2016,TRUE,Fresno,10,,,,2016-07-16T18:00:00Z,,FALSE,TRUE,,,,37.0099,-119.5792,TRUE,Green Fire,100,,TRUE,2016-07-15T16:45:00Z,Finalized,,,,,
122,FALSE,Inyo National Forest,,2016,FALSE,Mono,26,,,,2016-08-07T19:33:00Z,,FALSE,TRUE,,,,0,0,FALSE,Rock Creek Fire,100,,TRUE,2016-08-05T15:45:00Z,Finalized,,,,,
120,FALSE,CAL FIRE Santa Clara Unit,,2016,TRUE,Stanislaus,50,,,,2016-06-09T17:10:00Z,,FALSE,TRUE,,,,37.17072,-121.42238,FALSE,Coe Fire,100,,TRUE,2016-06-07T16:30:00Z,Finalized,,,,,
114,FALSE,CAL FIRE Santa Clara Unit,,2016,TRUE,Santa Clara,43,,,,2016-07-31T18:30:00Z,,FALSE,TRUE,,,,37.41896,-121.79669,FALSE,Sierra Fire,100,,TRUE,2016-07-30T17:25:00Z,Finalized,,,,,
112,FALSE,CAL FIRE Butte Unit,,2016,TRUE,Butte,4,,,,2016-06-20T19:50:00Z,,FALSE,TRUE,,,,39.595,-121.6008,FALSE,Coal Fire,100,,TRUE,2016-06-20T16:38:00Z,Finalized,,,,,
103,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2016,TRUE,Madera,20,,,,2016-07-06T20:00:00Z,,FALSE,TRUE,,,,37.25601,-119.65776,FALSE,Broken Fire,100,,TRUE,2016-07-04T11:53:00Z,Finalized,,,,,
100,FALSE,CAL FIRE Shasta-Trinity Unit,,2016,TRUE,Shasta,45,,,,2016-09-25T13:15:00Z,,FALSE,TRUE,,,,40,-121.93923,FALSE,Cow Fire,100,,TRUE,2016-09-25T07:15:00Z,Finalized,,,,,
100,FALSE,CAL FIRE San Mateo-Santa Clara Unit,,2016,TRUE,Santa Clara,43,,,,2016-08-18T19:50:00Z,,FALSE,TRUE,,,,0,0,FALSE,Bailey Fire,100,,TRUE,2016-08-17T15:19:00Z,Finalized,,,,,
100,FALSE,Kern County Fire,,2016,TRUE,Kern,15,,,,2016-08-07T20:15:00Z,,FALSE,TRUE,,,,35.24504,-118.60344,FALSE,Hart Fire,100,,TRUE,2016-08-04T17:10:00Z,Finalized,,,,,
100,FALSE,CAL FIRE Santa Clara Unit,,2016,TRUE,Stanislaus,50,,,,2016-08-04T07:45:00Z,,FALSE,TRUE,,,,0,0,FALSE,Diablo Fire,100,,TRUE,2016-08-03T16:08:00Z,Finalized,,,,,
100,FALSE,CAL FIRE San Benito-Monterey Unit,,2016,TRUE,Monterey,27,,,,2016-07-23T08:45:00Z,,FALSE,TRUE,,,,35.85093,-120.81081,FALSE,Bradley Fire,100,,TRUE,2016-07-22T15:15:00Z,Finalized,,,,,
100,FALSE,CAL FIRE San Diego,,2016,TRUE,San Diego,37,,,,2016-07-20T13:45:00Z,,FALSE,TRUE,,,,32.9612,-116.7945,FALSE,Feather Fire,100,,TRUE,2016-07-18T13:08:00Z,Finalized,,,,,
95,FALSE,CAL FIRE San Benito-Monterey Unit,,2016,TRUE,San Benito,35,,,,2016-07-10T19:30:00Z,,FALSE,TRUE,,,,5487,-120.841536,FALSE,Mercury Fire,100,,TRUE,2016-07-09T12:43:00Z,Finalized,,,,,
91,FALSE,CAL FIRE Butte Unit,,2016,TRUE,Butte,4,,,,2016-05-27T17:00:00Z,,FALSE,TRUE,,,,39.33035,-121.78973,FALSE,Dunstone Fire,100,,TRUE,2016-05-27T13:43:00Z,Finalized,,,,,
88,FALSE,CAL FIRE Butte Unit,,2016,TRUE,Butte,4,,,,2016-08-30T18:40:00Z,,FALSE,TRUE,,,,39.79547,-121.71662,TRUE,Santos Fire,100,,TRUE,2016-08-26T15:30:00Z,Finalized,,,,,
88,FALSE,CAL FIRE Tehama-Glen Unit,,2016,TRUE,Tehama,52,,,,2016-07-01T17:45:00Z,,FALSE,TRUE,,,,40.07846,-122.2071,FALSE,Flores Fire,100,,TRUE,2016-07-01T13:54:00Z,Finalized,,,,,
88,FALSE,CAL FIRE Nevada Yuba Placer Unit,,2016,TRUE,Placer,31,,,,2016-06-21T15:45:00Z,,FALSE,TRUE,,,,38.86804,-121.37704,FALSE,Moore Fire,100,,TRUE,2016-06-21T12:24:00Z,Finalized,,,,,
87,FALSE,CAL FIRE Amador-Eldorado Unit,,2016,TRUE,Sacramento,34,,,,2016-07-11T06:35:00Z,,FALSE,TRUE,,,,38.517772,-121.103642,FALSE,Scott Fire,100,,TRUE,2016-07-10T15:30:00Z,Finalized,,,,,
86,FALSE,CAL FIRE San Luis Obispo Unit,,2016,TRUE,San Luis Obispo,40,,,,2016-06-29T17:00:00Z,,FALSE,TRUE,,,,35.70821,-120.82266,FALSE,Frazier Fire,100,,TRUE,2016-06-27T12:07:00Z,Finalized,,,,,
85,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2016,TRUE,Madera,20,,,,2016-08-06T19:50:00Z,,FALSE,TRUE,,,,37.3228,-119.7738,FALSE,Grub Fire,100,,TRUE,2016-08-04T14:13:00Z,Finalized,,,,,
85,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2016,TRUE,Tuolumne,55,3,,6,2016-06-01T19:45:00Z,,FALSE,TRUE,,,,37.927613,-120.528836,TRUE,Tulloch Fire,100,,TRUE,2016-05-30T15:10:00Z,Finalized,,,,,
84,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2016,TRUE,Yolo,57,,,,2016-07-15T15:40:00Z,,FALSE,TRUE,,,,38.8866,-122.04726,FALSE,Dunnigan Fire,100,,TRUE,2016-07-15T14:00:00Z,Finalized,,,,,
83,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2016,TRUE,Calaveras,5,,,,2016-06-16T10:00:00Z,,FALSE,TRUE,,,1,0,0,TRUE,Cheyenne Fire,100,,TRUE,2016-06-15T12:46:00Z,Finalized,1,2,,,
83,FALSE,CAL FIRE San Benito Monterey Unit,,2016,TRUE,San Benito,35,,,,2016-06-12T15:45:00Z,,FALSE,TRUE,,,,36.49914,-121.04993,FALSE,Old Fire,100,,TRUE,2016-06-12T12:45:00Z,Finalized,,,,,
80,FALSE,CAL FIRE Tehama-Glenn Unit,,2016,TRUE,Tehama,52,,,,2016-08-04T07:50:00Z,,FALSE,TRUE,,,,40.19611,-122.26736,FALSE,Baker Fire,100,,TRUE,2016-08-03T17:27:00Z,Finalized,,,,,
80,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2016,TRUE,Madera,20,,,,2016-07-25T19:20:00Z,,FALSE,TRUE,,,,0,0,TRUE,Serpa Fire,100,,TRUE,2016-07-21T12:53:00Z,Finalized,,,,,
80,FALSE,CAL FIRE Tehama Glenn Unit,,2016,TRUE,Tehama,52,,,,2016-06-11T16:15:00Z,,FALSE,TRUE,,,,39.7947,-121.857,FALSE,Hoag Fire,100,,TRUE,2016-06-11T14:30:00Z,Finalized,,,,,
78,FALSE,Ventura County Fire Department,,2016,TRUE,Ventura,56,,,,2016-07-15T14:00:00Z,,FALSE,TRUE,,,,36.92244,-119.39619,FALSE,Sherwood Fire,100,,TRUE,2016-07-13T15:52:00Z,Finalized,,,,,
75,FALSE,CAL FIRE Shasta-Trinity Unit / Shasta Lake City Fire Department,,2016,TRUE,Shasta,45,,,,2016-09-12T19:00:00Z,,FALSE,TRUE,,,,40.68192,-122.4096,FALSE,Lake Fire,100,,TRUE,2016-09-10T15:45:00Z,Finalized,,,,,
70,FALSE,CAL FIRE Fresno-Kings unit,,2016,TRUE,Fresno,10,,,,2016-09-24T20:00:00Z,,FALSE,TRUE,,,,36.6543,-119.5327,FALSE,Newmark Fire,100,,TRUE,2016-09-23T12:40:00Z,Finalized,,,,,
70,FALSE,CAL FIRE San Benito-Monterey Unit,,2016,TRUE,Monterey,27,,,,2016-06-20T18:15:00Z,,FALSE,TRUE,,,,36.2833,-121.3306,FALSE,Arroyo Fire,100,,TRUE,2016-06-18T16:47:00Z,Finalized,,,,,
70,FALSE,CAL FIRE San Diego Unit,,2016,TRUE,San Diego,37,,,,2016-06-07T06:45:00Z,,FALSE,TRUE,,,3,33.41639,-117.08829,TRUE,Pala Fire,100,250,TRUE,2016-05-31T13:48:00Z,Finalized,,7,,,
69,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2016,TRUE,Lake,17,,,4,2016-07-22T18:15:00Z,,FALSE,TRUE,,,,39.0863,-122.7891,TRUE,Foothill Fire,100,14,TRUE,2016-07-19T17:16:00Z,Finalized,,,,,
65,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2016,TRUE,Napa,28,4,0,5,2016-10-12T18:00:00Z,,FALSE,TRUE,,,,38.40958,-122.43172,TRUE,Creek Fire,100,86,TRUE,2016-10-10T16:13:00Z,Finalized,,,,,2
61,FALSE,Kern County Fire Department,,2016,FALSE,Kern,15,,,,2016-06-12T12:30:00Z,,FALSE,TRUE,,,,35.77135,-120.251,FALSE,Cotton Fire,100,,TRUE,2016-06-11T15:04:00Z,Finalized,,,,,
57,FALSE,CAL FIRE Sonoma-Lake-Napa Unit/Vacaville Fire Department,,2016,TRUE,Solano,48,,,,2016-07-22T16:07:00Z,,FALSE,TRUE,,,,38.33475,-122.02564,FALSE,Oak Fire,100,,TRUE,2016-07-22T13:01:00Z,Finalized,,,,,
57,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2016,TRUE,Calaveras,5,,,,2016-07-22T19:00:00Z,,FALSE,TRUE,,,,37.98171,-120.64241,TRUE,Baker Fire,100,,TRUE,2016-07-21T15:06:00Z,Finalized,,,,,
56,FALSE,CAL FIRE Siskiyou Unit,,2016,TRUE,Siskiyou,47,,,,2016-05-21T19:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Mill Fire,100,,TRUE,2016-05-19T15:37:00Z,Finalized,,,,,
52,FALSE,CAL FIRE San Benito-Monterey Unit,,2016,TRUE,Monterey,27,,,,2016-06-24T18:20:00Z,,FALSE,TRUE,,,,36.1934,-120.9293,FALSE,Lowe Fire,100,,TRUE,2016-06-23T17:57:00Z,Finalized,,,,,
50,FALSE,CAL FIRE Mendocino Unit,,2016,TRUE,Mendocino,23,,,,2016-09-15T09:10:00Z,,FALSE,TRUE,,,,39.7299,-123.5044,FALSE,Ruff Fire ,100,,TRUE,2016-09-10T14:06:00Z,Finalized,,,,,
50,FALSE,San Bernardino County Fire ,,2016,TRUE,San Bernardino,36,,,,2016-09-09T06:00:00Z,,FALSE,TRUE,,,,34.3183,-117.3189,FALSE,Spring Fire,100,,TRUE,2016-09-07T16:53:00Z,Finalized,,,,,
50,FALSE,CAL FIRE Amador-El Dorado Unit,,2016,TRUE,El Dorado,9,,,,2016-07-23T18:00:00Z,,FALSE,TRUE,,,,38.79549,-121.00299,TRUE,Storksbill Fire,100,,TRUE,2016-07-22T13:15:00Z,Finalized,,,,,
50,FALSE,Ventura County Fire Department,,2016,FALSE,Ventura,56,,,,2016-04-30T07:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Casitas Fire,100,,TRUE,2016-04-28T19:00:00Z,Finalized,,,,,
49,FALSE,CAL FIRE Butte County Fire,,2016,TRUE,Butte,4,,,,2016-06-21T16:30:00Z,,FALSE,TRUE,,,,39.43351,-121.6051,FALSE,70 Fire,100,,TRUE,2016-06-21T15:09:00Z,Finalized,,,,,
47,FALSE,CAL FIRE Nevada-Yuba-Placer Unit / Grass Valley Fire Department,,2016,TRUE,Nevada,29,,,,2016-09-20T18:00:00Z,,FALSE,TRUE,,,,39.20427,-121.05948,FALSE,Auburn Fire,100,,TRUE,2016-09-17T13:40:00Z,Finalized,,,,,
47,FALSE,Orange County Fire Authority,,2016,TRUE,Orange,30,,,,2016-06-29T18:30:00Z,,FALSE,TRUE,,,,33.57872,-117.77395,FALSE,Laguna Fire,100,,TRUE,2016-06-26T13:10:00Z,Finalized,,,,,
45,FALSE,CAL FIRE Amador-El Dorado Unit,4,2016,TRUE,Amador,3,5,2,18,2016-09-25T17:45:00Z,,FALSE,TRUE,,2,,38.5212,-120.8416,TRUE,Bell Fire,100,150,TRUE,2016-09-23T13:12:00Z,Finalized,,,,,3
45,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2016,TRUE,Lake,17,,,,2016-08-10T17:00:00Z,,FALSE,TRUE,,,,36.09974,-120.51057,FALSE,Kugelman Fire,100,,TRUE,2016-08-09T17:30:00Z,Finalized,,,,,
45,FALSE,Ventura County Fire,,2016,TRUE,Ventura,56,,,,2016-07-01T19:50:00Z,,FALSE,TRUE,,,,34.27619,-118.63264,FALSE,Kuehner Fire,100,,TRUE,2016-07-01T14:00:00Z,Finalized,,,,,
43,FALSE,CAL FIRE Tehama-Glenn Unit,,2016,TRUE,Tehama,52,,,,2016-06-21T13:00:00Z,,FALSE,TRUE,,,,39.93965,-122.40142,FALSE,Paskenta Fire,100,,TRUE,2016-06-21T10:26:00Z,Finalized,,,,,
43,FALSE,Kern County Fire Department,,2016,TRUE,Kern,15,,,,2016-06-04T17:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Walker Fire,100,,TRUE,2016-05-30T17:57:00Z,Finalized,,,,,
42,FALSE,CAL FIRE Lassen-Modoc Unit,,2016,TRUE,Lassen,18,,,,2016-08-01T19:40:00Z,,FALSE,TRUE,,,,0,0,TRUE,Dockery Fire,100,,TRUE,2016-07-30T16:25:00Z,Finalized,,,,,
40,FALSE,CAL FIRE Amador- El Dorado Unit / Sac Metro Fire,,2016,TRUE,Sacramento,34,,,,2016-09-12T19:00:00Z,,FALSE,TRUE,,,,38.558,-121.1309,FALSE,Boys Fire,100,,TRUE,2016-09-11T11:25:00Z,Finalized,,,,,
40,FALSE,CAL FIRE Riverside Unit,,2016,TRUE,Riverside,33,,,,2016-08-29T15:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Evergreen Fire,100,,TRUE,2016-08-28T15:23:00Z,Finalized,,,,,
40,FALSE,CAL FIRE Santa Clara Unit,,2016,TRUE,Contra Costa,7,,,,2016-07-24T19:00:00Z,,FALSE,TRUE,,,,38.01264,-122.1885,FALSE,Franklin Fire,100,,TRUE,2016-07-24T16:30:00Z,Finalized,,,,,
38,FALSE,Tahoe National Forest,,2016,FALSE,Nevada,29,,,,1969-12-31T16:00:00Z,,FALSE,TRUE,,,,39.39051,-120.51887,FALSE,Phoenix Fire,100,,TRUE,2016-09-07T15:09:00Z,Finalized,,,,,
38,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2016,TRUE,Madera,20,,,,2016-07-31T18:55:00Z,,FALSE,TRUE,,,,37.24006,-119.4741,FALSE,Fork Fire,100,,TRUE,2016-07-29T17:55:00Z,Finalized,,,,,
36,FALSE,CAL FIRE Mendocino Unit,,2016,TRUE,Mendocino,23,,,,2016-08-31T07:15:00Z,,FALSE,TRUE,,,,39.8748511,-123.4267011,FALSE,Mina Fire,100,,TRUE,2016-08-30T13:35:00Z,Finalized,,,,,
36,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2016,TRUE,Lake,17,,,,2016-08-10T17:00:00Z,,FALSE,TRUE,,,,38.68403,-122.26015,FALSE,Knoxville Fire,100,,TRUE,2016-08-09T18:50:00Z,Finalized,,,,,
35,FALSE,CAL FIRE San Diego Unit,,2016,TRUE,San Diego,37,,,,2016-08-11T18:30:00Z,,FALSE,TRUE,,,,33.22558,-117.14547,FALSE,Gopher Fire,100,,TRUE,2016-08-10T09:14:00Z,Finalized,,,,,
35,FALSE,CAL FIRE Shasta-Trinity Unit,,2016,TRUE,Shasta,45,,,,2016-08-10T17:00:00Z,,FALSE,TRUE,,,,40.61213,-122.47091,FALSE,Mountain Fire,100,,TRUE,2016-08-09T12:14:00Z,Finalized,,,,,
35,FALSE,CAL FIRE Butte Unit,,2016,TRUE,Butte,4,,,,2016-07-29T15:10:00Z,,FALSE,TRUE,,,,0,0,FALSE,Neal Fire,100,,TRUE,2016-07-28T14:27:00Z,Finalized,,,,,
35,FALSE,CAL FIRE Tuolumne Calaveras Unit,,2016,TRUE,Calaveras,5,,,,2016-07-13T19:00:00Z,,FALSE,TRUE,,,,37.96311,-120.67335,FALSE,Stagecoach Fire,100,,TRUE,2016-07-12T15:19:00Z,Finalized,,,,,
33,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2016,TRUE,Calaveras,5,,,,2016-06-30T07:00:00Z,,FALSE,TRUE,,,,38.22017,-120.8678,FALSE,Campo Fire,100,,TRUE,2016-06-27T18:00:00Z,Finalized,,,,,
32,FALSE,CAL FIRE Siskiyou Unit,,2016,TRUE,Siskiyou,47,,,,2016-09-13T18:30:00Z,,FALSE,TRUE,,,,41.6314,-122.7933,FALSE,Moffett Fire,100,,TRUE,2016-09-12T16:28:00Z,Finalized,,,,,
32,FALSE,CAL FIRE Tuolumne-Calaveras unit,,2016,TRUE,Tuolumne,55,,,,2016-08-01T08:05:00Z,,FALSE,TRUE,,,,37.81434,-120.69521,FALSE,Frymire Fire,100,,TRUE,2016-07-30T17:25:00Z,Finalized,,,,,
32,FALSE,CAL FIRE Amador El-Dorado,,2016,TRUE,Sacramento,34,,,,2016-06-03T19:55:00Z,,FALSE,TRUE,,,,38.3131,-121.06452,FALSE,Clay Fire,100,,TRUE,2016-06-03T16:57:00Z,Finalized,,,,,
30,FALSE,CAL FIRE Butte Unit,,2016,TRUE,Butte,4,,,,2016-09-19T18:30:00Z,,FALSE,TRUE,,,,39.8851,-121.6998,FALSE,Old Fire,100,,TRUE,2016-09-16T23:28:00Z,Finalized,,,,,
30,FALSE,CAL FIRE San Bernardino Unit,,2016,TRUE,Inyo,14,,,,2016-07-02T20:00:00Z,,FALSE,TRUE,,,,36.58972,-118.15589,FALSE,Lone Pine Fire,100,,TRUE,2016-07-01T12:56:00Z,Finalized,,,,,
30,FALSE,CAL FIRE San Benito Monterey Unit,,2016,TRUE,San Benito,35,,,,2016-06-03T17:30:00Z,,FALSE,TRUE,,,,36.80296,-121.40304,FALSE,Hidden Fire,100,,TRUE,2016-06-03T17:39:00Z,Finalized,,,,,
30,FALSE,CAL FIRE Butte Unit,2,2016,TRUE,Butte,4,1,1,9,2016-05-29T19:53:00Z,,FALSE,TRUE,,1,,39.624017,-121.595093,TRUE,70 Fire,100,42,TRUE,2016-05-29T16:51:00Z,Finalized,,,,,2
30,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2016,TRUE,Merced,24,,,,2016-04-24T15:30:00Z,,FALSE,TRUE,,,,37.2171,-121.08036,FALSE,Taglio Fire,100,,TRUE,2016-04-24T11:10:00Z,Finalized,,,,,
28,FALSE,CAL FIRE San Diego Unit,,2016,TRUE,San Diego,37,,,,2016-11-14T18:00:00Z,,FALSE,TRUE,,,,33.254355,-117.158475,FALSE,Gopher Fire,100,,TRUE,2016-11-13T11:14:00Z,Finalized,,,,,
28,FALSE,CAL FIRE San Diego Unit,,2016,TRUE,San Diego,37,,,,2016-07-24T14:30:00Z,,FALSE,TRUE,,,,33.00056,-116.9571,TRUE,Rock Fire,100,,TRUE,2016-07-22T14:47:00Z,Finalized,,,,,
26,FALSE,CAL FIRE Amador - El Dorado Unit,,2016,TRUE,Amador,3,2,1,8,2016-08-06T10:06:00Z,,FALSE,TRUE,,,,38.2581,-120.8657,TRUE,Deer Fire,100,,TRUE,2016-08-05T13:49:00Z,Finalized,,,,,3
26,FALSE,CAL FIRE Siskiyou Unit,,2016,TRUE,Siskiyou,47,,,,2016-07-20T09:00:00Z,,FALSE,TRUE,,,,41.96191,-122.59328,FALSE,Bailey Fire,100,,TRUE,2016-07-19T14:09:00Z,Finalized,,,,,
25,FALSE,CAL FIRE Santa Clara Unit,,2016,TRUE,Santa Clara,43,,,,2016-09-02T06:55:00Z,,FALSE,TRUE,,,,37.11831,-121.69784,FALSE,Oak Fire,100,,TRUE,2016-09-01T14:36:00Z,Finalized,,,,,
25,FALSE,CAL FIRE Santa Clara Unit,,2016,TRUE,Santa Clara,43,,,,2016-08-14T19:50:00Z,,FALSE,TRUE,,,,37.06531,-121.68577,FALSE,Oak Fire,100,,TRUE,2016-08-12T16:00:00Z,Finalized,,,,,
25,FALSE,El Dorado National Forest,,2016,FALSE,El Dorado,9,,,,2016-08-07T19:18:00Z,,FALSE,TRUE,,,,0,0,FALSE,Alder Fire,100,,TRUE,2016-08-06T15:00:00Z,Finalized,,,,,
25,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2016,TRUE,Lake,17,,,,2016-07-31T18:50:00Z,,FALSE,TRUE,,,,0,0,FALSE,North Branch Extension Fire,100,,TRUE,2016-07-29T14:55:00Z,Finalized,,,,,
25,FALSE,CAL FIRE Amador El-Dorado,,2016,TRUE,El Dorado,9,,,,2016-06-04T15:30:00Z,,FALSE,TRUE,,,,38.64107,-120.6955,TRUE,Aukum Fire,100,,TRUE,2016-06-03T12:41:00Z,Finalized,,,,,
25,FALSE,CAL FIRE San Benito-Monterey Unit,,2016,TRUE,Monterey,27,,,,2016-05-12T20:45:00Z,,FALSE,TRUE,,,,35.8378273,-121.0381507,FALSE,Bryson Fire,100,,TRUE,2016-05-12T14:13:00Z,Finalized,,,,,
24,FALSE,CAL FIRE Shasta Trinity Unit,,2016,TRUE,Shasta,45,,,,2016-06-12T15:00:00Z,,FALSE,TRUE,,,,40.61388,-122.46777,FALSE,Keswick Fire,100,,TRUE,2016-06-11T16:02:00Z,Finalized,,,,,
23,FALSE,CAL FIRE Humboldt-Del Norte,,2016,TRUE,Humboldt,12,,,,2016-08-16T08:45:00Z,,FALSE,TRUE,,,,40.4572,-124.05804,FALSE,Stafford Fire,100,,TRUE,2016-08-11T14:57:00Z,Finalized,,,,,
23,FALSE,CAL FIRE Siskiyou Unit,,2016,TRUE,Siskiyou,47,,,,2016-07-22T12:00:00Z,,FALSE,TRUE,,,,41.71847,-122.36924,FALSE,Table Fire,100,,TRUE,2016-07-21T20:30:00Z,Finalized,,,,,
21,FALSE,CAL FIRE Humboldt-Del Norte,,2016,TRUE,Humboldt,12,,,,2016-08-19T08:30:00Z,,FALSE,TRUE,,,,40.9878,-123.77832,FALSE,Summit Fire,100,,TRUE,2016-08-12T17:23:00Z,Finalized,,,,,
20,FALSE,San Bernardino National Forest,,2016,FALSE,San Bernardino,36,,,,2016-09-04T18:55:00Z,,FALSE,TRUE,,,,34.25858,-117.4415,FALSE,Ken Fire,100,,TRUE,2016-09-03T21:51:00Z,Finalized,,,,,
20,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2016,TRUE,Lake,17,,,,2016-08-31T07:05:00Z,,FALSE,TRUE,,,,39.1408865,-122.9148951,FALSE,Mockingbird Fire,100,,TRUE,2016-08-30T16:54:00Z,Finalized,,,,,
20,FALSE,Ventura County Fire Department,,2016,TRUE,Ventura,56,,,,2016-05-13T22:30:00Z,,FALSE,TRUE,,,,0,0,FALSE,Edison Fire,100,,TRUE,2016-05-12T14:13:00Z,Finalized,,,,,
19,FALSE,CAL FIRE Amador-El Dorado Unit,,2016,TRUE,Amador,3,,,,2016-08-31T07:05:00Z,,FALSE,TRUE,,,,0,0,TRUE,Willow Fire,100,,TRUE,2016-08-30T16:52:00Z,Finalized,,,,,
15,FALSE,Ventura County Fire,,2016,TRUE,Ventura,56,,,,2016-07-12T10:30:00Z,,FALSE,TRUE,,,,33.11645,-116.58542,FALSE,Shelter Fire,100,,TRUE,2016-07-11T12:58:00Z,Finalized,,,,,
11,FALSE,CAL FIRE Tehama-Glenn Unit,,2016,TRUE,Tehama,52,,,,2016-07-26T19:25:00Z,,FALSE,TRUE,,,,0,0,FALSE,Collier Fire,100,,TRUE,2016-07-25T16:55:00Z,Finalized,,,,,
11,FALSE,CAL FIRE Shasta-Trinity Unit,,2016,TRUE,Shasta,45,,,,2016-05-25T20:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Fiddler Fire,100,,TRUE,2016-05-25T16:51:00Z,Finalized,,,,,
10,FALSE,Sequoia National Forest,,2016,FALSE,Tulare,54,,,,2016-12-19T13:30:00Z,,FALSE,TRUE,,,,36.217,-118.551,FALSE,Jacobson Fire,100,,TRUE,2016-10-20T17:00:00Z,Finalized,,,,,
0,FALSE,Stanislaus National Forest,,2016,FALSE,Alpine,2,,,,2016-08-30T12:05:00Z,,FALSE,TRUE,,,,38.57554,-120.00606,FALSE,Mokelumne Fire,100,,TRUE,2016-08-18T12:05:00Z,Finalized,,,,,
0,FALSE,Los Angeles Fire Department ,,2016,FALSE,Los Angeles,19,,,,2016-08-09T17:15:00Z,,FALSE,TRUE,,,,0,0,FALSE,Sand Fire,100,,TRUE,2016-07-22T14:11:00Z,Finalized,,,,,
0,FALSE,Bureau of Land Management ,,2016,FALSE,San Luis Obispo,40,,,,2016-06-19T08:30:00Z,,FALSE,TRUE,,,,35.01382,-119.58206,FALSE,Soda Fire,100,,TRUE,2016-06-04T17:46:00Z,Finalized,,,,,
0,FALSE,Los Angeles County Fire Department,,2016,FALSE,Los Angeles,19,,,,2016-06-13T12:30:00Z,,FALSE,TRUE,,,,0,0,FALSE,Old Fire,100,,TRUE,2016-06-04T16:09:00Z,Finalized,,,,,
0,FALSE,Bureau of Land Management,,2016,FALSE,Tulare,54,,,,2016-06-19T18:00:00Z,,FALSE,TRUE,,,,35.84883,-118.08591,FALSE,Chimney Fire,100,,TRUE,2016-06-01T15:35:00Z,Finalized,,,,,
0,FALSE,Los Angeles County Fire,,2016,FALSE,Los Angeles,19,,,,2016-04-19T15:30:00Z,,FALSE,TRUE,,,,34.6888731,-118.7892593,FALSE,Gorman Fire,100,,TRUE,2016-04-19T13:09:00Z,Finalized,,,,,
281893,FALSE,US Forest Service - Los Padres National Forest ,,2017,TRUE,Santa Barbara,"42,56",,,,2019-03-14T11:24:00Z,,FALSE,TRUE,,,,34.41521,-119.09124,TRUE,Thomas Fire,100,,TRUE,2017-12-04T18:28:00Z,Finalized,280,1063,,,
